"0","1","1","1","1","1","1","1","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|P29373|RABP2_HUMAN","56775.5735615644","50270.4586854674","73049.9273581351","69379.9904698207","70457.2309557938","76228.5148669709","133092.525740876","442491.710579528","451437.745814058","1048933.01918357","1444891.82874052","172184.890469573","175102.645049569",-1.40442466277603,-0.0144612892820948
"sp|Q30134|2B18_HUMAN","1044.58818485834","610.15523376585","7037.69018355029","8692.56527930573","308188.345230906","245310.765975844","241.143535474119","11381.7834680041","15828.8486410689","242110.150221658","2489.25148386101","1159.15472232479","2025.19747305861",-0.28110508443567,-0.00290523059647779
"sp|Q86V81|THOC4_HUMAN","29635.405047686","36940.9897026212","43366.8527963326","42470.4913300018","27761.0403383392","113986.084855025","1173.41090597121","496668.890496107","449920.293408679","518613.283824868","386970.669895886","177087.173971267","205583.504563312",-4.38019316111957,-0.0421128907129239
"sp|Q99613|EIF3C_HUMAN","18479.4368825912","19682.6455523498","104196.778647086","60806.3814767382","60852.1282283532","65264.4949507488","13994.819203366","336176.50085357","344074.640074102","180483.065745155","157191.151725932","445840.502669343","403664.32301562",1.52917758309909,0.0152237046778742
"sp|P13807|GYS1_HUMAN","74726.2019662493","104557.706900777","181219.537278919","112184.43607586","146674.306969565","113889.392213069","107199.455889476","1200974.97098881","1126653.97990919","270634.363630338","336186.223696643","428389.973307397","467989.903087472",2.09858094542134,0.0209574344594249
"sp|Q86SX6|GLRX5_HUMAN","84505.7507538398","101908.814373709","124636.21293096","120338.584890609","275884.671418836","301608.66454179","328.026520297792","1022448.33450449","805165.926520643","974138.974710599","1081937.77431366","316579.070767037","331961.656675979",1.26212003023333,0.0125629747844853
"sp|Q05655|KPCD_HUMAN","88052.2436197428","115024.61091068","201112.614523403","136656.838997464","249829.232255263","133633.364529016","26635.110392607","326585.868991952","497266.002233813","377222.360109911","459914.101828679","468567.494636518","338884.586472",1.7685987932101,0.0174631270624962
"sp|O75380|NDUS6_HUMAN","51122.3523429581","63900.797197116","102470.458589512","82283.5739385165","148405.860371984","122816.290980522","49044.5294467451","376154.634361681","226629.331387226","273387.491755996","290715.660972876","431036.156823932","448116.172040284",-3.1513563103947,-0.0322089693803258
"sp|P10619|PPGB_HUMAN","6694.54908848037","12874.9700484071","103294.558434193","98944.5629319551","108866.879771701","77017.9564991413","1566.48618106464","541314.838772692","644166.065726803","212848.811165353","242458.049324701","625757.369732615","352512.418511275",-1.90255839264804,-0.0185202372371099
"sp|Q7Z2X7|PAGE2_HUMAN","79500.7691590279","73347.3648753646","152616.403123742","138777.880282944","85627.7634936435","103147.564773384","38855.2856351566","2093416.27726599","1906525.58912027","305953.00031619","386681.858950419","964053.393263345","1257973.43297215",3.92037875055488,0.0394652389792574
"sp|Q8NFW8|NEUA_HUMAN","21981.4742481322","23370.5730420397","21430.665258852","15998.5741477717","66901.1687846216","76461.3760648097","1988.53840985533","135278.217807317","131175.549667407","179709.247827927","200108.572851058","132013.919632927","133900.51991199",-3.8844622382096,-0.0392771676196945
"sp|O15127|SCAM2_HUMAN","59286.7772459793","66990.3356048882","95079.9233245583","80953.3769875979","123297.443351159","114459.467471432","17321.1694417295","174932.558427494","232562.78279293","202510.744791042","127970.071495328","215666.131564981","254328.922205458",2.11371103940734,0.0204481698026673
"sp|Q07075|AMPE_HUMAN","47015.0022264683","58718.9620412825","465089.401604098","393030.26291699","335342.991672519","339684.380060055","103061.609092577","62206.8595807593","69321.5894913408","157755.777990785","214764.494486795","88855.4175509858","70903.2484925483",-4.75633979648422,-0.0472193010348675
"sp|O00264|PGRC1_HUMAN","219411.899375892","286915.112711051","424451.347288641","376654.244346551","679050.453909622","683868.927593336","134579.073990721","2454621.22953536","2231308.22846218","1336540.02123984","1478207.14471182","1255007.67819021","1156157.54359797",-0.399013098338015,-0.00395757992399362
"sp|Q9H9A6|LRC40_HUMAN","46344.7629781445","61682.7294081855","101027.569860457","95508.0771239619","163906.965305923","175066.314563739","14596.2283497561","99287.3971594281","147286.255584175","265962.706350174","237843.733191287","144287.559356179","142745.562026469",-2.60402455009182,-0.0252582065840169
"sp|P10153|RNAS2_HUMAN","9474.3474821716","12544.4746577555","22332.0638268733","17180.7723511805","50378.067322516","92594.2703891144","54965.28772027","117852.910780616","115936.08851944","117756.373995381","45342.2008229191","1617127.84098754","1288102.47900526",-2.56324995558511,-0.0259829420899831
"sp|Q96RU3|FNBP1_HUMAN","17076.4235379823","29119.8634300611","40224.3421344639","21300.8606584899","96484.1592272484","114005.052113152","12912.3859928639","104621.471476961","73149.0531162719","73461.2374949685","66731.4017926261","125849.832702351","132670.311805232",6.8894535032476,0.0684705378642483
"sp|P01594|KV102_HUMAN;sp|P01608|KV116_HUMAN;sp|P01607|KV115_HUMAN;sp|P01610|KV118_HUMAN;sp|P01597|KV105_HUMAN;sp|P01606|KV114_HUMAN;sp|P01599|KV107_HUMAN;sp|P01609|KV117_HUMAN","806380.83436781","1083125.0762352","2905767.94820716","3452292.66575669","2865144.87296845","1957551.46998238","69050.4769034724","1017150.34431778","1178557.58811138","2853738.66538066","2984188.29201945","5102707.6450138","4342457.62728514",3.52947301734864,0.0361598260691923
"sp|Q6VEQ5|WASH2_HUMAN;sp|Q9NQA3|WASH6_HUMAN;sp|A8K0Z3|WASH1_HUMAN;sp|A8MWX3|WASH4_HUMAN;sp|C4AMC7|WASH3_HUMAN","360649.07217221","385453.502169347","462865.829291275","440135.793267063","1011023.3805534","910430.876836197","99383.2787403202","1119654.01209745","1221914.89948394","1450938.59097718","1613906.18007382","1786030.62891211","1591143.68979672",-0.896614800328546,-0.00903584897416981
"sp|P53384|NUBP1_HUMAN","69143.5770919272","36170.8926428463","29992.2949176275","13475.0991681639","78387.7773095952","53214.1323190292","3154.32830559823","227351.199293557","242867.999491796","124874.268043846","86599.9406984632","188348.872559145","262802.332738818",2.63483066711457,0.0269699680406009
"sp|Q6ZMI0|PPR21_HUMAN","14179.6060928801","46517.5666937276","123156.926232475","65793.2308904733","82909.2716330568","104344.383633532","6447.88335884125","118953.130763629","164221.47620224","174792.855963862","232361.100744038","172046.515645285","178065.101439818",1.57177290000056,0.0160397121340497
"sp|P42226|STAT6_HUMAN","34858.5399598568","60512.5009353658","39501.4859167979","34442.2199161443","67771.7147594926","68602.3709042702","2017.738710211","142153.604731857","121636.363374002","38004.7030324033","125573.90657117","88968.8803672225","75469.6345622091",1.49970536511471,0.0146044155581905
