"0","1","1","1","1","1","1","1","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|O95865|DDAH2_HUMAN","20.7129507751714","20.9456733578131","21.1501278433103","21.2137932483353","21.6255140246601","21.5292610007796","20.4765304052211","19.2097126975975","19.5183803303769","19.877487847405","20.1612124525223","19.8179373936189","19.9771964690518",-1.31991987949479,-5.56539351475093
"sp|P05452|TETN_HUMAN","20.1644386857884","19.7776514651296","21.2474572474325","21.1651390286156","20.759419860165","20.9187540985743","20.765133302021","18.7595622685765","18.81588460984","20.5111624737189","20.5669870250124","18.4048476359854","18.2465360371374",-1.49271828495951,-3.21109569468197
"sp|O43143|DHX15_HUMAN","19.7148646011288","19.7587264637601","19.6590013406589","19.5619647467246","20.4566583471452","20.4996953441861","19.6494300382424","20.6860085833793","20.5672153331905","20.3823959421011","20.3917679633245","20.7778111764844","21.0483438309827",0.745964456508466,3.73631189703678
"sp|Q9UHD8|SEPT9_HUMAN","19.5889890130335","19.4761277298365","18.5672001707397","18.9936455153221","19.3815077473102","19.5108816209532","19.3531143876567","18.5395506470385","18.2118213217883","18.7403552164845","18.8206678368626","19.4619719343317","19.6693008119032",-0.346328823983805,-1.17345913111524
"sp|P07358|CO8B_HUMAN","18.2338199593551","17.9097229233552","19.2145119185624","19.3919010815781","18.3661699463807","18.3842262404314","19.5493252106185","17.1365197342151","17.2839862927342","18.9163542925981","19.1005246895828","18.0064499185035","18.0446951046974",-0.657781425925104,-1.55548662538512
"sp|P15259|PGAM2_HUMAN","21.7214028835055","23.0948463965666","22.3007358881657","22.2178478245872","22.9003038130487","22.893078280022","22.4252764548443","22.1742827847775","22.1798685029146","23.439901429688","23.631086074208","22.5517279722544","22.4982950395985",0.234603948131007,0.716657640114251
"sp|P07108|ACBP_HUMAN","21.1746795530307","21.1461952359807","21.1488260315072","21.0904269631789","21.0443986417485","20.9697304963667","20.2835827661961","20.2874398941478","20.3616774571097","19.2670678314741","19.5248280251441","19.70544735124","19.9674218525506",-1.12867842485223,-4.90350125148296
"sp|P09488|GSTM1_HUMAN","18.0385129314916","18.2135470013423","19.6689203048042","19.171842611115","17.9501079383947","18.264857272226","15.2148770607912","21.0219218172511","20.9720931189635","17.9360618707073","17.9792287252434","22.1682042145054","21.7607531046689",2.15964911350475,2.37763774523609
"sp|P38919|IF4A3_HUMAN","18.3061569523699","17.6699497052054","18.1105142152498","18.0472131612771","17.9616036162372","18.0468135791491","18.6180410392878","18.8487169963551","18.7483897530405","18.2420051605641","18.1401479021661","19.0638080206983","19.2880318051089",0.600345393558111,2.62625904156272
