"0","1","1","1","1","1","1","1","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|O75822|EIF3J_HUMAN","17.2878676660668","17.5398527788556","17.7791867910883","17.5839400706596","16.4771153592939","16.3775977225053","17.9998891591561","17.7076155760876","17.703543991696","17.9007226797957","17.4734479003483","17.4471686975558","17.1353906684112",0.261439378521493,0.908161209652387
"sp|Q8IY17|PLPL6_HUMAN","16.9744198130157","16.9104292294889","15.7079120575725","15.5468310443911","16.5560315276884","16.9457702351898","16.5594533307085","15.8703061440974","15.9090551407679","16.0903036229696","15.8889101178535","15.7043310345237","15.6859068914061",-0.58859105361916,-2.19039630439591
"sp|P42766|RL35_HUMAN","16.8135827069704","16.8774152536758","17.0569114820007","16.7760356187503","16.9016208508648","16.4608120484101","15.4902635746213","16.114873379948","16.2589810020624","16.8847867316554","17.255968748142","17.0235130158022","16.3583044915201",0.0216403946402844,0.0722274283750397
"sp|P16298|PP2BB_HUMAN","14.0625546587515","14.1953177896597","15.1310563963119","14.9269053412455","15.2736825865165","15.4857417984404","15.5724723888706","15.0175706534855","15.355150005136","14.6716661098403","14.5338886065085","14.0227497358364","14.9226332483414",-0.207764883923772,-0.678333330768142
"sp|P36222|CH3L1_HUMAN","15.4016783538803","15.5468310443911","15.1503569277899","15.5857699439066","13.1410730644812","13.398909356134","15.727373467482","17.5278969250163","17.5589608500657","15.7043310345237","16.0470346172609","15.9662058989151","14.7403338350641",1.36700590287245,2.20581281728128
"sp|Q12959|DLG1_HUMAN;sp|Q15700|DLG2_HUMAN","15.727373467482","16.7998294080376","16.114873379948","15.4425828165938","15.3939713479453","15.8414081217908","16.1265582066995","15.6098728758849","15.7566093964244","15.8090246011611","14.912943177061","15.3362125149803","15.1362283308902",-0.489073774905499,-2.01058602922311
"sp|Q12800|TFCP2_HUMAN","17.5237660373879","17.9516113033354","17.3081533772103","17.0618505852474","16.7110435208061","16.9062944484784","18.8629072652746","16.9370202320406","17.2215715004933","16.6691884062928","16.6549278621139","16.7039992414258","16.9996444145229",-0.622459778126605,-2.01374517213642
"sp|Q9GZT8|GTPC1_HUMAN","16.2239857835227","16.1837898663504","15.9650539864325","15.7448845622587","15.5324892769142","15.7896578884916","18.0526563115475","13.7971724584255","13.6130761690569","13.9684373820515","14.0227497358364","15.764254049989","15.9631575072825",-1.67026429405437,-3.43454104613116
"sp|P20702|ITAX_HUMAN;sp|Q9P2E3|ZNFX1_HUMAN;sp|Q9NR63|CP26B_HUMAN;sp|Q9NS23|RASF1_HUMAN","15.0281493063452","15.5431103184215","14.4585746150753","14.8007833401764","13.2771616907948","13.4210441454478","20.1241042473055","15.9090551407679","14.3321042620864","12.9204049127724","13.0320038914182","15.9747181180815","15.414924224314",-0.634880575507006,-0.572921121920733
