"0","1","1","1","1","1","1","1","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|Q9UI30|TR112_HUMAN","310382.617662781","295433.422854686","298296.372992201","185186.680865268","341276.687668779","216857.795469008","93852.1457855386","451727.623499589","392516.809743967","397455.609216759","570491.759642942","298620.872288753","348862.999728328",7.2998121731598,0.0701207771408126
"sp|Q8N3V7|SYNPO_HUMAN","535792.468533588","434586.250783439","793686.086184269","798985.424805384","1030375.8323031","1023438.92953855","222816.245038537","85351.5054248208","119786.364095615","327644.626415045","457858.46288647","119651.369669803","102732.457077052",-5.39863987684877,-0.0530176539917565
"sp|Q8WU79|SMAP2_HUMAN","199536.055876877","163190.869516461","417320.654413979","412421.284201473","212744.658544899","192359.872023932","219766.980063374","144541.637488061","152805.210871633","170563.915275374","155711.042089698","374191.337430482","358875.483291253",2.06368573540184,0.0214672537998246
"sp|P05089|ARGI1_HUMAN","98124.4031934258","111045.985253324","22759.3932829977","36658.3419211445","11464.0242402953","10007.8244071745","133951.692103582","69925.2092823559","52136.0195779049","6944.38638985878","5730.2689760253","6108.99767016599","8608.46649668411",3.36163157187331,0.0355748703714515
"sp|Q14011|CIRBP_HUMAN","144136.265689614","131421.436702648","193714.347986114","204599.648921637","99569.6555557237","85351.0043462985","89385.475060722","52661.6638272365","56304.9059657269","102328.602124473","75823.7978262184","124840.645270356","90635.1083582717",4.67792687782241,0.0459703419444406
"sp|Q13428|TCOF_HUMAN","40227.6249664125","57628.7854459683","17985.415363123","29587.3984246892","111133.040087828","93813.940544117","13929.3131995015","40604.6438185203","36713.7490034026","90684.8376932831","115441.135468819","53418.1319436513","51725.3670256517",2.34002188697884,0.0238221199580235
"sp|Q96J01|THOC3_HUMAN","52844.6292517573","54636.7020787047","47192.3715395025","41024.8341409632","29608.5602343503","35120.309077653","72967.5740742967","167081.066502974","141840.393675822","46948.3420744944","41708.5092342943","87882.3939419276","63497.4697274597",1.76101187818598,0.0175209836660629
"sp|P31937|3HIDH_HUMAN","159604.41544588","152348.907234586","64436.0205309639","89053.1619316168","152973.675818875","130854.563204314","32918.0168636713","67909.8446273065","82462.3066138731","157406.024815543","159602.700135471","58742.4420465515","64852.8526343349",0.604525364280575,0.00588711095447636
"sp|Q13123|RED_HUMAN","54438.8784039907","63194.992741234","33646.374823896","37678.1750719763","58975.7043507774","52376.4413803513","31426.9943678068","51839.8837841805","52285.2487574803","68242.3071427753","68933.9936005203","33505.1845537291","37927.0303956228",1.88716936506793,0.0177103948170093
"sp|P25815|S100P_HUMAN","144955.967610176","112553.276774417","105848.875850343","105318.41710159","21505.7555483813","31403.1126277604","99810.5531096977","638541.123419429","687214.017132855","64605.7598832814","56770.0348245164","225543.72268066","154173.127969313",0.857908956586744,0.00866272506381199
"sp|P46734|MP2K3_HUMAN;sp|P52564|MP2K6_HUMAN","66610.1079094729","89206.1321648978","79911.6447032988","62729.5414073768","59559.9754383316","51020.9973841956","91524.1739011324","94268.5860405135","65729.0808749435","76018.4618753404","66517.4209136588","73998.199195575","72788.4709849611",-0.968674388819495,-0.00985073905647374
"sp|Q9NZN5|ARHGC_HUMAN","60110.8157049789","59892.5854883802","130072.43177206","130062.170883508","122807.473901402","128601.35483264","100478.000745559","101144.355704406","107950.504648946","86406.9439405665","98916.9882553801","68504.982472403","88034.1002447797",-2.21505023249883,-0.0220378190745873
"sp|P53990|IST1_HUMAN","57691.8450410139","67927.9311388626","59575.3400153265","69323.4094817027","46800.3247296488","62242.821290118","46087.7529189238","86142.4000207234","105218.601481783","83263.7751880203","71345.1345886718","45159.8140256005","32995.238499939",3.3833482339121,0.0347926616180742
"sp|Q5VZK9|LR16A_HUMAN","46598.2306174567","53354.7217646259","83796.5590516323","72532.139901019","71458.6158020466","78507.9119786033","74343.715081094","72366.4108490665","61813.9578532226","41667.0941482331","46422.456691834","44187.9224622702","55184.3128068975",-0.165445013324072,-0.0015279624575166
"sp|Q14376|GALE_HUMAN","319124.591916031","359430.569311977","272711.406537652","193498.68657763","235082.589928465","249782.588042684","255233.531333027","262378.803963114","214939.760750664","201272.518184229","165608.52440038","127884.116724161","165245.229767581",-1.68396882054327,-0.0171081695366827
"sp|P15586|GNS_HUMAN","95313.0447547362","90300.7926508259","57528.3981532262","23404.4601148696","66728.2374206419","40300.143403454","10278.1829640972","94247.6410127158","83350.3602845058","60103.4330706408","31117.2375210955","20434.676313529","35739.2082883955",-3.11352981534163,-0.0301673280181259
"sp|P01700|LV102_HUMAN","80713.0964240444","64692.9098083071","242199.563055015","228173.703612709","97780.5114496004","79881.7488432859","212597.353162061","11481.8501564006","15239.9908530138","79431.2947502493","138479.773876288","23041.0481454903","18745.2289335044",-1.2398987824936,-0.0126898207683609
"sp|P30533|AMRP_HUMAN","15436.3408126902","12152.6764037812","11989.8351193536","28719.2307583346","12299.7148165785","7786.26203805004","17766.7284947836","31568.0166692485","24994.0290451755","15016.0352027285","11799.1957068925","14831.7167420068","9351.58411097233",5.0971400516646,0.049566002341007
"sp|P18428|LBP_HUMAN","646305.031046771","807196.167285356","2261885.44886598","2859116.47932695","548785.583926512","493970.698408023","2117900.2213114","191069.303869023","120527.53273793","582112.691694678","536347.384664934","573805.591231281","592784.602734856",-3.38966419492283,-0.0328965691306702
"sp|Q8IXM6|NRM_HUMAN","64366.1539863654","78944.3035772568","111508.948799955","144884.843882452","184728.19185262","174057.940438979","149109.306190787","94433.1180552402","104478.419436086","189663.415573248","152394.808425954","45135.3953195353","50267.7736062637",-1.33958943980582,-0.0134723685882026
