"","0"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000","pVal","BHpVal"
"1","sp|P13671|CO6_HUMAN","20.00024","20.18133","19.54010","19.47344","19.29349","19.51983","17.00003","16.42804","16.10320","16.40001","16.76045","17.29184","20.51429","20.26890","18.32818","18.24960","16.77913","16.91118","16.52528","16.67368","16.19614","16.50627","16.36663","16.38095","17.89242","18.23363","17.22497","17.61950","17.73852","17.98141","16.35472","17.23854","1.27136028210005e-09","3.91451830858606e-06"
"2","sp|P0C0L4|CO4A_HUMAN","24.47121","24.33260","24.29209","24.28417","23.86742","23.90736","20.89838","21.07363","21.70693","21.81040","23.42302","23.39401","25.15539","24.78860","22.39564","22.22679","22.15683","22.08415","22.05719","22.07138","21.97305","22.10748","22.07115","22.10329","23.31021","23.35295","22.53056","22.67317","23.10048","23.13896","22.72601","22.77775","2.52308989902441e-08","3.4290578804489e-05"
"3","sp|P01042|KNG1_HUMAN","23.69418","24.03538","23.37451","23.54258","23.30735","23.45365","19.76341","19.97948","20.55926","20.68911","22.94792","22.87678","24.86107","24.93082","21.10314","21.18895","20.84296","20.75258","20.86580","20.97032","20.38470","20.46169","20.80700","20.73791","21.96460","21.80763","21.48975","21.43808","22.53201","22.49828","21.63500","21.88263","3.34107620699795e-08","3.4290578804489e-05"
"4","sp|Q8IUD2|RB6I2_HUMAN","19.25249","19.68904","19.32181","19.51422","19.36082","19.07159","20.31266","20.23793","20.33929","20.45593","19.61090","19.64757","19.41881","19.36920","19.83412","19.80084","20.39354","20.44412","20.49783","20.35588","20.34675","20.24308","20.11487","20.00561","21.15081","21.20246","21.25810","21.19471","19.62974","19.97777","20.74408","20.52156","1.42511746689422e-06","0.00109698417014183"
"5","sp|P19827|ITIH1_HUMAN","23.14044","22.96703","22.91206","22.92089","22.34456","22.17461","21.23383","21.45689","20.45382","20.50290","21.87775","21.52972","23.62297","23.67437","20.77685","20.73920","20.79980","20.41400","20.61207","20.59492","20.48903","20.55873","20.93579","20.72040","21.42659","21.10763","20.94260","20.90717","21.72258","21.73953","21.40501","21.11427","2.93838053177928e-06","0.00180945473146968"
"6","sp|P45974|UBP5_HUMAN","25.03447","25.21334","25.05200","25.01067","25.00244","25.11557","24.70826","24.78851","25.08871","25.10466","24.56215","24.48703","24.32249","24.23044","24.92481","24.77456","24.92752","24.88660","24.45088","24.55903","24.76237","24.81419","24.48667","24.54355","24.96382","25.00816","24.89437","24.80591","25.09212","24.99898","24.58905","24.61700","6.95350967852909e-06","0.00356830938336518"
"7","sp|K1C9_HUMAN|","26.21929","25.62082","25.44204","25.62231","25.74815","25.73454","25.51679","25.64164","24.72486","24.77757","25.21819","24.99882","24.32864","24.41041","24.12882","24.09731","24.85735","24.90222","25.52441","25.58679","24.07740","24.07594","24.48111","24.50221","25.06792","24.99699","24.94724","24.96541","25.26784","25.37152","24.05562","23.76729","9.47430998818286e-06","0.00413390651999167"
"8","sp|Q7L523|RRAGA_HUMAN;sp|P07864|LDHC_HUMAN;sp|Q5VZM2|RRAGB_HUMAN","16.88483","15.32718","16.30774","15.98723","15.39276","17.03224","15.74425","15.83507","15.79415","16.11023","18.50312","22.86746","15.40780","21.35560","17.29198","21.62599","21.72691","21.56006","21.58196","21.70077","20.79239","20.81746","21.18741","21.48888","18.84649","19.22620","17.16102","15.59602","20.28079","20.04424","17.92660","17.81499","1.07409068398614e-05","0.00413390651999167"
"9","sp|P06681|CO2_HUMAN","19.80633","19.35951","18.75116","18.94314","18.97086","19.22100","17.68382","17.61212","16.41263","16.34937","18.85040","19.04048","20.39409","19.62871","18.16303","18.03686","17.55495","17.43019","17.75756","17.76911","17.00165","17.05607","17.81494","17.60356","17.77553","17.61378","17.43842","17.55479","17.96285","18.06003","17.56594","18.19848","1.56195387247257e-05","0.00534361774815895"
