"","0","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","pVal","BHpVal"
"1","sp|Q9NVA2|SEP11_HUMAN","1.240722e+07","1.039515e+07","1.394947e+07","1.609308e+07","1.152639e+07","8.411277e+06","3.083853e+07","3.526654e+07","4.392594e+07","4.295791e+07","3.056119e+07","2.987392e+07","2.154993e+07","2.142874e+07","2.696437e+07","2.869177e+07","2.502041e+07","2.670857e+07","4.469427e+07","4.615524e+07","3.676502e+07","4.430036e+07","3.104373e+07","3.739138e+07","1.543643e+07","1.782424e+07","2.484390e+07","2.796046e+07","5.931187e+07","4.733990e+07","2.084604e+07","1.330285e+07","6.11732163838222e-09","1.88352333245789e-05"
"2","sp|P30085|KCY_HUMAN","3.399974e+06","2.770053e+06","3.898383e+06","3.660120e+06","3.649366e+06","3.669317e+06","4.527352e+06","4.174183e+06","4.338797e+06","4.400084e+06","4.682071e+06","4.991473e+06","4.830116e+06","5.167193e+06","8.640768e+06","7.748000e+06","8.901431e+06","7.503300e+06","4.721229e+06","5.214652e+06","6.505052e+06","6.702945e+06","6.149119e+06","6.876269e+06","7.620408e+06","7.039412e+06","4.017644e+06","4.034487e+06","4.560601e+06","4.786111e+06","1.006752e+07","9.174418e+06","3.16025279044468e-07","0.000293034592733781"
"3","sp|Q9NQP4|PFD4_HUMAN","1.644569e+06","1.196827e+06","2.140723e+06","2.219129e+06","2.843780e+06","2.283122e+06","2.331460e+06","2.780015e+06","3.907628e+06","3.855550e+06","4.520636e+06","5.642807e+06","3.299506e+06","3.248195e+06","6.393563e+06","6.634123e+06","6.637053e+06","6.958369e+06","4.007493e+06","3.847742e+06","4.588290e+06","4.486833e+06","3.988104e+06","3.904086e+06","5.930407e+06","6.101991e+06","4.405412e+06","4.167346e+06","4.748226e+06","4.990654e+06","5.615564e+06","5.088637e+06","3.47454403748412e-07","0.000293034592733781"
"4","sp|Q16891|MIC60_HUMAN","4.730381e+07","4.747651e+07","5.429699e+07","5.252310e+07","5.561483e+07","5.205316e+07","8.293981e+07","8.350468e+07","7.780784e+07","7.661700e+07","6.112239e+07","5.384390e+07","3.849518e+07","4.172422e+07","7.616942e+07","7.740586e+07","7.750574e+07","7.539607e+07","8.016910e+07","7.681408e+07","7.300105e+07","7.340089e+07","5.915881e+07","6.300966e+07","6.659751e+07","6.318279e+07","6.883700e+07","6.645849e+07","8.961250e+07","8.675506e+07","6.902355e+07","6.291108e+07","3.80688006149764e-07","0.000293034592733781"
"5","sp|P60953|CDC42_HUMAN","4.014103e+06","3.771208e+06","5.871138e+06","5.168273e+06","4.859649e+06","5.326925e+06","1.032978e+07","9.242266e+06","1.186097e+07","1.046375e+07","1.450444e+07","1.647198e+07","2.022334e+06","1.645841e+06","5.419405e+06","6.059473e+06","1.019770e+07","1.314978e+07","9.152639e+06","1.028641e+07","1.024806e+07","1.173055e+07","1.269083e+07","1.280914e+07","1.535640e+07","1.208407e+07","1.107650e+07","9.220367e+06","4.647492e+06","4.815722e+06","1.621359e+07","1.312769e+07","6.64011311239394e-07","0.000383973596999956"
"6","sp|Q9BXS5|AP1M1_HUMAN","1.315055e+06","1.235216e+06","1.368467e+06","1.265129e+06","1.348837e+06","1.339485e+06","1.324772e+06","1.578346e+06","1.699461e+06","1.869286e+06","1.717217e+06","1.810478e+06","1.740171e+06","1.530293e+06","3.515670e+06","3.683133e+06","2.866791e+06","3.115847e+06","1.990099e+06","1.887762e+06","1.904558e+06","2.030965e+06","1.980714e+06","2.024959e+06","2.368084e+06","2.361065e+06","1.259410e+06","1.337575e+06","2.486426e+06","2.070741e+06","2.739158e+06","2.342624e+06","7.48243449821285e-07","0.000383973596999956"
"7","sp|Q8IUD2|RB6I2_HUMAN","7.308671e+05","9.548216e+05","5.410691e+05","6.186414e+05","4.960587e+05","3.989052e+05","1.278322e+06","1.249995e+06","1.269753e+06","1.364154e+06","9.268953e+05","9.558729e+05","6.988311e+05","6.975473e+05","1.930261e+06","1.939417e+06","2.821271e+06","2.886353e+06","1.614149e+06","1.440690e+06","1.403786e+06","1.300711e+06","1.206143e+06","1.127409e+06","3.075389e+06","3.271823e+06","2.268458e+06","2.198465e+06","7.636634e+05","9.760076e+05","2.510183e+06","2.023878e+06","1.14126705316027e-06","0.000452816317943963"
"8","sp|Q86VS8|HOOK3_HUMAN","3.206964e+04","4.387110e+04","5.272404e+04","9.576344e+04","3.958491e+04","3.971480e+04","4.786693e+04","5.167357e+04","1.550780e+05","1.307810e+05","1.889989e+05","1.150359e+05","7.532376e+04","9.908272e+04","2.743748e+05","2.629961e+05","2.334665e+05","2.812442e+05","9.182134e+04","9.104976e+04","1.259872e+05","1.614260e+05","2.317687e+05","1.483349e+05","3.306041e+05","2.580634e+05","1.367417e+05","1.616461e+05","9.857383e+04","8.679108e+04","1.736950e+05","1.679189e+05","1.176528270072e-06","0.000452816317943963"
"9","sp|Q01433|AMPD2_HUMAN","8.438406e+05","9.395633e+05","6.131468e+05","7.597998e+05","3.945915e+05","5.550323e+05","1.209479e+06","1.461583e+06","1.619535e+06","1.613089e+06","1.141538e+06","1.174256e+06","8.851160e+05","9.613928e+05","3.608149e+06","3.643071e+06","3.632112e+06","3.800860e+06","1.554770e+06","1.454426e+06","1.811558e+06","1.819676e+06","1.811758e+06","1.746686e+06","1.302772e+06","1.190655e+06","1.262079e+06","1.470129e+06","1.564567e+06","1.800943e+06","1.683615e+06","1.554682e+06","1.52502506858728e-06","0.000521728020686691"
