"","0","  1.0000000","  1.0000000","  1.00000000","  1.0000000","  1.0000000","  1.0000000","  2.0000000","  2.00000000","  2.00000000","  2.000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","  2.00000000","  2.00000000","  2.00000000","  2.0000000","  2.0000000","  2.0000000","  2.00000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","  2.000000","  2.0000000","  2.0000000","  2.000000","  2.0000000","  2.0000000","pVal","BHpVal"
"1","sp|P13671|CO6_HUMAN"," 19.6490924"," 19.6821359"," 19.45739527"," 19.3858507"," 19.1910842"," 19.4014315"," 16.5776667"," 15.88733579"," 15.44615143"," 15.887837"," 15.9903386"," 16.6123085"," 20.0296793"," 19.7746796"," 17.22149638"," 17.02206743"," 15.39958562"," 15.5761020"," 16.0165458"," 16.2306460"," 15.59587809"," 15.9984043"," 15.7776634"," 15.8028759"," 17.2187034"," 17.6590417"," 16.962423"," 17.4347292"," 17.5180308"," 17.779368"," 15.4563347"," 16.5272780","4.86791471760112e-12","1.49883094154938e-08"
"2","sp|Q9Y6X5|ENPP4_HUMAN"," 18.3874766"," 18.4757300"," 17.92943651"," 18.1077478"," 18.4791007"," 18.6064917"," 17.2937422"," 17.56703109"," 16.91942502"," 17.153914"," 17.2672168"," 17.2070235"," 16.8978083"," 17.2315374"," 16.39613919"," 16.17761319"," 15.00725847"," 15.4338555"," 16.5728096"," 16.6506619"," 17.23934770"," 17.2738123"," 17.3342030"," 17.1966279"," 17.7077608"," 17.8348765"," 17.430255"," 17.3186436"," 17.5067284"," 17.715734"," 17.6460058"," 17.5446120","1.5665256794059e-07","0.000160382818524861"
"3","sp|P01042|KNG1_HUMAN"," 23.8109178"," 24.1510128"," 23.24471367"," 23.4136525"," 23.2580541"," 23.3906232"," 19.6111525"," 19.83467523"," 20.41494718"," 20.554664"," 22.8961043"," 22.8263179"," 24.9329834"," 24.9819543"," 21.35297896"," 21.46200042"," 21.09530292"," 21.0128528"," 20.7608268"," 20.8562198"," 20.22821643"," 20.3103025"," 20.6806426"," 20.6113747"," 21.9710280"," 21.8089768"," 21.347331"," 21.2966533"," 22.3608118"," 22.340153"," 21.6423822"," 21.8857062","1.73029590856877e-07","0.000160382818524861"
"4","sp|P06681|CO2_HUMAN"," 19.5652961"," 18.9540380"," 18.61213981"," 18.8142288"," 18.8879764"," 19.1265709"," 17.3870397"," 17.33229924"," 15.89205300"," 15.786107"," 18.3710365"," 18.5880677"," 20.0236908"," 19.2392559"," 17.23668844"," 17.01072372"," 16.53864233"," 16.4051614"," 17.4755024"," 17.5121555"," 16.62395021"," 16.6731701"," 17.4917508"," 17.2704907"," 17.2022546"," 17.0616038"," 17.181835"," 17.3265605"," 17.7632932"," 17.850044"," 16.9746086"," 17.6844404","2.08357023091732e-07","0.000160382818524861"
"5","sp|P0C0L4|CO4A_HUMAN"," 24.6698541"," 24.5304220"," 24.12743308"," 24.1235417"," 23.8159328"," 23.8329104"," 20.7460616"," 20.92002055"," 21.51315306"," 21.629162"," 23.3912666"," 23.3546633"," 25.2505236"," 24.8677963"," 22.82207601"," 22.66950093"," 22.57675952"," 22.5218916"," 21.9257790"," 21.9293761"," 21.80757310"," 21.9417161"," 21.9306997"," 21.9650862"," 23.3704884"," 23.3922304"," 22.364743"," 22.5108519"," 22.9042566"," 22.954835"," 22.7880485"," 22.8346662","8.36868009419093e-07","0.000515343320200278"
"6","sp|Q9NVA2|SEP11_HUMAN"," 23.6092284"," 23.4143804"," 23.68982315"," 23.9129465"," 23.7596788"," 23.2921434"," 24.7038591"," 24.84574984"," 25.21609581"," 25.208826"," 24.5773554"," 24.5274272"," 24.4776765"," 24.4218779"," 24.24570255"," 24.31214247"," 24.17457136"," 24.3113554"," 25.0992263"," 25.1540564"," 24.82009294"," 25.0977940"," 24.5827566"," 24.8416686"," 23.6230532"," 23.7624481"," 24.486064"," 24.6439481"," 25.6578160"," 25.340791"," 23.8933183"," 23.3246690","1.11386523373595e-06","0.000571598509112165"
"7","sp|Q9NQC3|RTN4_HUMAN"," 25.9938481"," 25.9501442"," 26.15644292"," 26.1756457"," 26.3218137"," 26.3421676"," 26.0693716"," 25.98946073"," 25.73242644"," 25.764826"," 26.0337549"," 25.6768047"," 25.5101117"," 25.3977590"," 24.60753556"," 24.60575296"," 24.48239522"," 24.4642264"," 25.2898013"," 25.5148452"," 25.33933143"," 25.5069359"," 25.2898321"," 25.2669038"," 26.1191483"," 26.1005848"," 25.213239"," 25.2837656"," 25.6346420"," 25.707986"," 25.4651726"," 25.5654932","1.85376689019307e-06","0.000815392607843493"
"8","sp|Q8IUD2|RB6I2_HUMAN"," 19.2349468"," 19.6968833"," 19.13567885"," 19.3263002"," 19.2961867"," 19.0271751"," 20.1393260"," 20.05601698"," 20.18593103"," 20.301431"," 19.4467116"," 19.4947598"," 19.3941460"," 19.3467955"," 19.77890236"," 19.73632619"," 20.34007023"," 20.3869846"," 20.3620019"," 20.2151916"," 20.15111743"," 20.0470284"," 19.9336758"," 19.8261302"," 21.1037278"," 21.1536761"," 21.098036"," 21.0376162"," 19.4636631"," 19.817494"," 20.6187799"," 20.3983498","6.42614776905811e-06","0.00247326362261624"
"9","sp|P07358|CO8B_HUMAN"," 16.9437350"," 17.4977099"," 17.75969038"," 17.7711539"," 15.6241161"," 16.0910016"," 12.4318880"," 12.11340781"," 12.10228015"," 12.854126"," 15.5975012"," 15.6299629"," 18.1919663"," 17.9054043"," 13.11534760"," 12.72147696"," 12.78304698"," 12.2578495"," 13.8616472"," 14.2317212"," 12.42412639"," 11.9875627"," 12.9368721"," 12.7627244"," 13.3391100"," 13.0922426"," 12.762859"," 13.3337854"," 15.9014118"," 15.769120"," 12.7232540"," 12.6304575","1.02804819445496e-05","0.00349877101967393"
