"","0","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","pVal","BHpVal"
"1","sp|Q01433|AMPD2_HUMAN","8.038060e+05","9.700205e+05","8.002112e+05","9.737710e+05","6.013899e+05","8.683554e+05","1.292404e+06","1.506843e+06","1.849993e+06","1.817193e+06","1.079554e+06","1.109927e+06","1.042292e+06","1.028045e+06","2.050799e+06","2.030862e+06","2.101928e+06","2.281363e+06","1.534782e+06","1.450468e+06","1.765113e+06","1.789571e+06","1.809431e+06","1.705908e+06","1.151588e+06","1.006417e+06","1.502224e+06","1.747593e+06","1.715830e+06","2.010572e+06","1.323536e+06","1.300608e+06","4.21936049207901e-08","0.000129914109551113"
"2","sp|Q8IUD2|RB6I2_HUMAN","6.961923e+05","9.857734e+05","7.061434e+05","7.928603e+05","7.560343e+05","6.240924e+05","1.365968e+06","1.288703e+06","1.450437e+06","1.536761e+06","8.765661e+05","9.035073e+05","8.229273e+05","7.459075e+05","1.097121e+06","1.081145e+06","1.632688e+06","1.732455e+06","1.593399e+06","1.436770e+06","1.367796e+06","1.279191e+06","1.204593e+06","1.101089e+06","2.718495e+06","2.765551e+06","2.700094e+06","2.613391e+06","8.374947e+05","1.089614e+06","1.973323e+06","1.693126e+06","3.34563577131248e-06","0.00515060626993557"
"3","sp|Q9H1E3|NUCKS_HUMAN","2.110603e+06","1.412670e+06","2.868703e+06","2.690480e+06","5.741414e+06","5.716646e+06","3.185668e+06","3.198647e+06","7.754466e+06","7.087916e+06","1.321223e+07","1.344901e+07","8.417761e+06","7.778526e+06","3.300124e+07","3.060815e+07","2.854288e+07","2.880587e+07","1.266216e+07","1.332262e+07","9.170169e+06","1.034606e+07","1.345450e+07","1.342996e+07","1.400191e+07","1.420868e+07","8.342483e+06","8.754220e+06","1.080941e+07","9.835540e+06","5.961925e+06","6.246779e+06","9.0453653635873e-06","0.00928355998482843"
"4","sp|P0C0L4|CO4A_HUMAN","2.727289e+07","2.557332e+07","2.298707e+07","2.234838e+07","1.797178e+07","1.883218e+07","2.062419e+06","2.319508e+06","3.789242e+06","3.974584e+06","1.256997e+07","1.238871e+07","4.522259e+07","3.293940e+07","6.639278e+06","5.954899e+06","5.618635e+06","5.466485e+06","4.738661e+06","4.768407e+06","4.268406e+06","4.717073e+06","4.734472e+06","4.779767e+06","1.225425e+07","1.238461e+07","6.561973e+06","7.330769e+06","9.578498e+06","9.983629e+06","7.859436e+06","8.175413e+06","1.37425286060104e-05","0.0105783113944765"
"5","sp|Q9NVA2|SEP11_HUMAN","1.181858e+07","1.073212e+07","1.820530e+07","2.062513e+07","1.756717e+07","1.315955e+07","3.295291e+07","3.635863e+07","5.017657e+07","4.839338e+07","2.890176e+07","2.823734e+07","2.537670e+07","2.291437e+07","1.532600e+07","1.599448e+07","1.447948e+07","1.603109e+07","4.411971e+07","4.602965e+07","3.582244e+07","4.356743e+07","3.100386e+07","3.651846e+07","1.364506e+07","1.506617e+07","2.957112e+07","3.323757e+07","6.504616e+07","5.285024e+07","1.638764e+07","1.112883e+07","4.15794528505241e-05","0.0256046270653527"
"6","sp|Q96K76|UBP47_HUMAN","4.464103e+05","4.706095e+05","4.409993e+05","5.186855e+05","3.215152e+05","3.149856e+05","5.178085e+05","4.145426e+05","6.579498e+05","6.478812e+05","7.378389e+05","5.635662e+05","4.420301e+05","4.464787e+05","1.010971e+06","1.009232e+06","9.337584e+05","8.870863e+05","5.825534e+05","5.407757e+05","5.058393e+05","5.598457e+05","5.408486e+05","6.306933e+05","1.477653e+06","1.533611e+06","1.139704e+06","1.012807e+06","5.070318e+05","5.875810e+05","1.078861e+06","5.115338e+05","5.40445368128849e-05","0.0277338548078121"
"7","sp|Q8NCW5|NNRE_HUMAN","1.774074e+06","1.605885e+06","2.109830e+06","2.376070e+06","3.118971e+06","2.319655e+06","1.458400e+06","1.721184e+06","2.080946e+06","2.096592e+06","4.160499e+06","4.599915e+06","2.059419e+06","3.006981e+06","7.736265e+06","7.653581e+06","5.489881e+06","6.141322e+06","4.976589e+06","4.850656e+06","4.297841e+06","4.290457e+06","5.476170e+06","5.648797e+06","2.429889e+06","2.077131e+06","2.875906e+06","2.730134e+06","5.554980e+06","5.012746e+06","4.995797e+06","3.433295e+06","8.422523243625e-05","0.0351371385627786"
"8","sp|Q92616|GCN1L_HUMAN","2.188332e+06","1.957046e+06","4.600367e+05","5.371788e+05","7.894892e+05","8.742292e+05","6.250590e+05","4.431576e+05","4.083473e+05","3.246554e+05","1.108719e+06","4.424091e+06","2.357507e+06","4.001493e+06","4.942806e+06","5.416502e+06","5.415793e+06","5.585816e+06","6.924618e+06","6.404738e+06","6.293531e+06","5.683540e+06","7.062923e+06","5.630332e+06","3.259327e+06","3.452640e+06","2.757555e+05","2.813135e+05","8.693553e+06","9.017996e+06","1.875277e+06","2.382650e+06","9.12949361813021e-05","0.0351371385627786"
"9","sp|P49448|DHE4_HUMAN","2.807148e+05","2.470581e+05","3.719682e+05","4.353487e+05","3.806066e+05","4.662263e+05","4.759644e+05","4.888150e+05","7.765287e+05","8.383633e+05","5.583737e+05","4.890510e+05","3.032327e+05","2.977826e+05","1.381197e+06","1.443633e+06","1.822575e+06","1.755809e+06","8.577553e+05","7.351617e+05","8.244093e+05","7.846166e+05","8.460511e+05","6.992493e+05","2.415573e+05","2.288458e+05","7.594711e+05","7.854199e+05","3.513164e+05","4.034370e+05","1.656608e+06","1.822197e+06","0.000108006031092723","0.0369500633038327"
"10","sp|A5YKK6|CNOT1_HUMAN","8.288127e+04","1.014477e+05","3.751858e+04","3.903532e+04","6.686540e+04","3.321900e+04","5.418450e+04","6.528166e+04","4.701539e+04","4.840755e+04","1.471300e+05","2.892688e+05","1.990544e+05","1.774074e+05","3.599587e+05","4.468126e+05","3.134086e+05","3.450309e+05","1.225497e+05","8.809346e+04","1.146226e+05","7.134924e+04","1.316560e+05","1.119827e+05","2.387001e+05","3.142162e+05","4.651319e+04","7.074743e+04","8.150111e+04","7.206041e+04","3.476486e+05","3.423647e+05","0.000128513296659727","0.0395692440415299"
