"0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|P36405|ARL3_HUMAN","969958.451701064","1338822.33189326","2550415.64901157","2538904.3001764","3517607.21280611","3638457.92221775","2730908.83641175","2446142.28730202","2664025.59288592","2631319.57561649","3390349.37893388","3122559.07596248","1090291.03980857","1047057.27290227","1087428.18776414","814165.20819971","1168478.20542617","1268794.04947688","3028438.26410024","2808200.71725178","2362320.05161486","2161410.06841727","2477733.69847419","2367371.42132512","4834784.60352574","4776898.14142799","3026764.60627729","3016712.68003269","1613455.34157101","1803317.24367911","2675021.0980049","2739713.47591808",1.42682802996085,0.0144744414480359
"sp|P49915|GUAA_HUMAN","1765497.58431749","964762.674750973","1140865.54604451","1011819.24168111","2063767.01347208","1596255.05664652","1542913.86998232","1604439.77708971","1834194.87641724","1832669.10703371","2054944.55831495","1483411.59638274","2304874.15788257","1912227.65822774","6144432.50490143","5836910.19917494","6234928.88604369","5671934.44421117","1574374.5279363","1656199.25973862","1993048.33779748","2139142.28209054","1480662.77158504","1492091.88046457","3366133.7865437","2929613.92113622","1869117.43505536","1650739.3657719","2175291.74504346","2160700.35816991","2330169.89138708","1745768.27412753",2.54334024264763,0.0254194612459431
"sp|Q96JB5|CK5P3_HUMAN","2824475.20429212","3291702.10046708","461402.458452409","505898.781592141","2226938.204525","2217506.56427571","905336.962156584","932011.101575908","654140.597477227","609898.904821016","995639.877993602","1015557.41990708","849906.708558557","871628.413552748","3132136.90313899","2865686.91921924","2934386.7386555","3056758.60247612","1044911.396738","1019662.01302753","852507.661651492","825634.957485839","936401.078118177","990369.819591635","3808904.52285192","3996450.97732626","587348.789008183","564930.14149688","881450.512495171","877918.05425614","2703486.00148421","2881476.37297333",-1.49083307516025,-0.0148658540280468
"sp|Q9P121|NTRI_HUMAN","1662816.89671001","2098574.62361851","7748329.29071099","7630687.84697457","1054055.46184298","1297550.15520858","9510512.28648227","8932377.39626935","15162085.5009595","14529397.3866892","4128318.89125741","4889828.80923078","733764.683706277","854425.373942061","116272.966216464","135860.53982296","140862.029386365","128751.027843171","8375971.36959538","8222113.27664817","8975020.04591449","8953774.45317681","6697653.25505809","6981705.69692727","2457674.41157156","2137596.05812475","10984156.0338325","9781183.96139122","1629434.7784105","1756078.53609798","1789510.58734052","1780796.72748036",0.728703614502345,0.00744285877550487
"sp|Q15126|PMVK_HUMAN","504596.901725982","550164.370540055","1270364.75375613","1220677.29750658","781103.111993715","804989.323763991","1774372.28974891","1484385.46282225","1558396.2552121","1817755.44191689","1241440.37144036","1186721.90629488","3178445.25242726","2949444.80830433","2012818.72304305","1830428.54091072","1832639.54296834","1721910.88908752","1330324.45777905","1300126.98391196","1406942.10329825","1075914.72542286","1385416.29637428","1448745.23104753","1046482.38471308","1044938.80871872","1591621.61277033","1600008.76700682","525303.451701201","615999.686793511","2707366.71929695","2287669.28277453",1.00352539664009,0.00970334568088321
"sp|Q15714|T22D1_HUMAN","185311.408755818","690550.401354259","964671.980445752","1220806.87041753","711911.001311533","660805.543110163","1470549.17320035","1449112.09956552","2243680.32855419","2302201.90015684","1849136.9595065","1935404.21884153","656039.564417077","609601.579965887","1286047.5152754","1293648.04148767","1301577.87813877","1358184.25814588","2442718.32070651","1753961.42752802","2829264.1412203","2274909.00139398","2299418.32958607","2362167.34655446","951392.320930134","1057795.24049059","2419650.41097935","2559613.48053966","3593865.86730603","3256943.88245332","1548953.69965978","1544550.14143666",-2.50176347805102,-0.0253657642116579
"sp|P55145|MANF_HUMAN","13915692.2040138","11756554.0536417","1744137.11904448","1674784.28880638","1036228.63268835","869510.432009374","2204040.05691905","2174791.03820276","2381195.01011926","2517200.07681048","3113432.04896977","3217645.41832294","5770567.90099169","5720838.3000496","8663143.86883366","7055797.47310554","7313870.27591299","6907770.55115819","3054561.67357427","3262684.57687194","2486132.12085807","2739906.76393995","2498394.11443292","2706656.19438837","6566277.03981574","6547790.25983897","2091552.68452775","2116599.94842846","2216062.13389443","2121638.19070639","7154276.69871258","6309941.41118472",-2.05918858582016,-0.0222157043584247
"sp|Q12792|TWF1_HUMAN","2094631.24032025","1768393.93290946","711431.042610357","652470.60299661","1126930.63377058","1105918.26444232","1023482.28818075","975742.476314766","777973.728451745","858292.28774971","1976347.45921317","2012043.07415513","1472101.10372711","1573085.4666956","3449148.09175066","3573260.79327177","3669610.6807626","3506182.99337528","864863.089336896","934510.066365486","712011.766493387","680949.222802354","1032209.04447169","881542.41897556","1927324.89089927","1873830.83455717","652239.724986685","739259.449424489","748011.248671681","763828.410120407","2113650.68194659","1931995.01336275",-1.33434725672188,-0.0137487034659182
"sp|P36578|RL4_HUMAN","7723263.75113826","10302233.5874828","1216219.83889805","1249370.61734449","3203929.32863999","3128612.23232225","1557010.41431481","1599977.29686826","584491.280362976","675653.532952125","1518662.05913454","1668599.22938318","1933090.52845498","1808875.39808118","5571615.95830497","5202827.0664663","3343337.90738368","3491725.52819544","1518577.65149673","1456933.46623186","1046408.79395718","1074987.36161633","783509.301471492","745176.511509922","578156.038962622","421921.792472187","516240.997602239","488192.325400533","834618.075333495","967096.686624142","658694.062575171","1400544.75715911",-0.839316264138151,-0.00869147012676325
"sp|P10915|HPLN1_HUMAN","1038183.89927648","1138393.47024563","4695957.14588545","4118655.78351347","607819.880737884","557915.1450186","6989653.60813757","7022696.7115497","6674506.30367404","6413847.69547971","2992986.08432554","2167542.21786046","3260819.68569441","3235111.6778609","2202771.0914285","1029331.01583959","1272916.16486238","1302782.26017023","4069131.52216415","4041801.30567713","5956004.22650594","3815034.88861953","6450166.05108134","3634069.43139257","2935031.06618738","2510967.34439151","5896256.91859408","8643836.98913643","6027090.74515445","5642289.51272898","4916950.82300208","3179279.15073395",3.4377623884722,0.0349090488924013
"sp|Q5T0D9|TPRGL_HUMAN","792312.633909523","896335.165056389","3289468.42157359","3639742.32031423","266591.369734706","238006.23706934","5121655.01544416","5498711.92708937","8636436.4671115","8256238.93779991","3527951.78431861","3639397.61228408","1047287.18674239","1009179.78859689","601918.61458577","534484.481600143","628243.398160446","707582.796670833","9442004.08936206","9186435.20415629","6625693.25637989","6667255.495525","6114222.57410614","6113338.75361879","3316745.94065891","2942959.33357971","7275220.23020076","7006057.34908953","6404073.96911071","6587735.22117911","2742787.70441736","2291314.55467439",-1.15018922639741,-0.0119021280795193
"sp|Q9GZS3|WDR61_HUMAN","1302413.37517612","724567.248552918","786555.091678757","827650.636527447","1943574.56939364","2482499.61627436","835845.35160471","856707.828656602","687164.021951498","692127.857764675","1925357.62132651","1790713.1000905","1035276.66321733","855531.914646637","2996257.6385933","2692741.27434161","3441061.6008147","3429768.74749987","1202214.6442359","1281790.78057609","851525.37332373","1048224.87762347","1055345.9294008","1023435.57662552","3464972.45522542","3827108.65334421","825695.409216507","920862.054389626","989545.573704924","881037.506433856","2556466.73561397","1985917.94120584",1.66825792309094,0.0159080330294768
"sp|O75351|VPS4B_HUMAN","4441563.26153149","1653553.28502878","1042039.07893722","897173.34277457","1232205.07636571","1277636.29283348","987032.368688115","1648265.89601554","1170117.80651223","1183813.04041465","1238059.83854027","1601896.78838447","901735.55965921","1482520.28419285","4372568.03523823","3937733.78227727","5106684.75398265","4282672.76435997","1524509.99667358","1882207.74211997","1696891.86844768","2137713.08938033","1850915.72468343","1559163.77625193","3249384.04090055","2836161.16092392","1507597.42437347","1685334.52085344","2906272.07031823","1154874.99271057","3832705.36128815","3515415.65177201",1.29346155028652,0.0130642636297371
"sp|Q15334|L2GL1_HUMAN","203436.96362791","119402.02598139","1335769.66216352","1244840.45229424","1653767.11599026","1926523.78442721","1708010.95087749","1854281.95443868","1051920.24565783","864897.038125942","1349495.99637787","1492770.16392595","167616.240584216","141043.80221122","667440.412643063","686169.902676149","908991.139944235","778937.415583202","771461.406149275","740117.314860046","1590809.82662002","1565502.22369243","2165496.4670633","2197123.55206526","759213.182442192","719515.427076845","1302960.25227453","1345882.22375656","753957.187280961","706218.039574938","1867038.39389317","1670861.05435127",0.925316675659358,0.00925490107945693
