"0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","LogFC","Zstatistic"
"sp|P36405|ARL3_HUMAN","20.025405812634","20.5475951947128","21.9078881714847","21.907857869561","22.5229973704859","22.5817305018827","21.7873765035026","21.5859256100707","21.7861952555792","21.7836834577441","21.8526866381113","21.7260912014005","20.4341368960197","20.3287037649123","19.4171600811143","18.9791889184638","19.5408700377061","19.6732493170977","21.7901957976812","21.7017365613149","21.4813189274389","21.3583937343326","21.5341990972449","21.4552667262326","22.1910989611953","22.1370078265318","22.0640538580654","22.0407698335541","21.0737380850287","21.2369324894458","21.2275265216386","21.3461768401596",-0.355401484712083,-0.881788692741899
"sp|P49915|GUAA_HUMAN","20.8700619857112","20.0865465327876","20.7585798681192","20.5943093200658","21.7588580204113","21.4020527868964","20.970747039556","20.9831055285051","21.2524781484472","21.2664628200321","21.1347105387852","20.6608833426899","21.5026754080962","21.1869677633026","21.8682309982028","21.7541950640969","21.9155965445476","21.7989959032091","20.8537401424524","20.9458684712389","21.2380100747647","21.3435729846021","20.7975745174297","20.7949397968004","21.6722643096006","21.4368864106129","21.3738231673679","21.1777209656771","21.5001857737603","21.4951273414896","21.0300813350471","20.702212564509",0.332857990956858,1.67867292614251
"sp|Q96JB5|CK5P3_HUMAN","21.5390030817882","21.8274234190849","19.4822217609732","19.6167831798777","21.8677233605148","21.8718355162475","20.2130277306417","20.2111654961919","19.7921758264679","19.7093076516646","20.1010147274335","20.1217436309513","20.080901113602","20.0688610657596","20.9060056980705","20.7393166942655","20.8390344899355","20.9157738339771","20.2700476228435","20.2550183282498","20.0291380641662","19.9884701613008","20.1453719031348","20.2113118081556","21.84920018957","21.8812786450002","19.7330096433126","19.6593334635309","20.2162520529336","20.21521842925","21.2426782574838","21.4184231266977",-0.64021227267481,-1.78624193098447
"sp|Q9P121|NTRI_HUMAN","20.7850879852648","21.1850580821833","23.5048709346094","23.4893636244485","20.8014521147464","21.1068100770489","23.5809193550375","23.4466482312727","24.2863002100936","24.2400791974324","22.1356059200071","22.3703216410922","19.8732783535724","20.0406676109913","16.6004053849635","16.7324239751407","16.8125143161779","16.7180491483571","23.2527829480331","23.2459907140252","23.3993737308631","23.4001732467489","22.9630524613764","23.0091989972241","21.2227427996538","20.9871699855543","23.9175368700139","23.732080357507","21.0877813666506","21.1990673130643","20.6531174377105","20.7305379309429",-0.298856456663539,-0.288693014295254
"sp|Q15126|PMVK_HUMAN","19.1215731198357","19.3072495895785","20.9116171264147","20.8611538958873","20.3775425961711","20.4299588631746","21.1702746292126","20.8722191439754","21.0200816762155","21.2547992739676","20.4148480706216","20.3430252700766","21.9634732363534","21.8076004618452","20.2792320273728","20.1052286763043","20.1720131472113","20.102153636358","20.6135340494491","20.6005715122079","20.7406977411139","20.3635321656567","20.7026996406714","20.752861403285","20.0121813885337","19.9737959119337","21.1443223853651","21.1331645045359","19.4912398300842","19.7178199974608","21.2447316740695","21.0881846721632",0.48399773976403,1.65061091721363
"sp|Q15714|T22D1_HUMAN","17.808234180165","19.6205446293833","20.5202750037131","20.8613050268425","20.2468876412088","20.1520095076812","20.9022448470695","20.8379508924633","21.5404207741623","21.592428382876","20.9836923283589","21.0407786298458","19.7155168655822","19.5650347729697","19.6504270918737","19.6188433556496","19.6914027292808","19.7685660533702","21.4820183891193","21.0278087747225","21.7398299479979","21.4316563285049","21.4271568785964","21.452112988413","19.8784016377497","19.9909843393596","21.7431802110615","21.8051922043493","22.2192727602758","22.0826337203684","20.4474550508269","20.5277566518499",1.00240532154579,2.42108746590387
"sp|P55145|MANF_HUMAN","23.8276592416997","23.6549940175783","21.3639058374109","21.3123273198688","20.7772611632003","20.5388745633716","21.4803519900432","21.4176323610936","21.6255200378366","21.7201981418063","21.7303557687942","21.7691369327358","22.820497603694","22.7593020541283","22.3608335011035","22.0258835344649","22.1444423587066","22.0815669450116","21.8025190282219","21.9169652333699","21.5545012510418","21.6981194501144","21.5461033064439","21.6472879528836","22.6305886691386","22.5896875401232","21.5345994259654","21.5330480699268","21.5267313582035","21.4690534572871","22.639696085733","22.5435918918673",0.0372735319907077,0.120521000058212
"sp|Q12792|TWF1_HUMAN","21.1129321783043","20.9417106495883","20.0894835757996","19.9737797939182","20.8963297123155","20.8796437237535","20.3868083778021","20.276070989084","20.0356212754244","20.1892063100489","21.0788869975732","21.096326581664","20.8616829014255","20.9080968031307","21.0432462907964","21.0532353049961","21.1575424127772","21.1112823112524","20.0019603020924","20.1313197214303","19.7749113597012","19.7168105691462","20.2836809509143","20.0461799268645","20.8763968785096","20.7997704998786","19.8799867889753","20.0371602069294","19.9851781429058","20.0192287700737","20.8907087513249","20.8467975046309",-0.168833635895075,-0.731185219160711
"sp|P36578|RL4_HUMAN","22.9806877739271","23.4649808170635","20.8495932326696","20.8942405767428","22.3889656097624","22.3650703927852","20.9837208148391","20.9791327768448","19.6347337733684","19.8526624989667","20.7023082652952","20.8287874452759","21.2508774755678","21.1075454506951","21.7281093697331","21.58963600121","21.0247872912818","21.1053885406002","20.8022421792298","20.7628895268816","20.3195354932942","20.3623078830713","19.8928678521921","19.8083922348776","19.1855316739268","18.7194903774241","19.5526422313834","19.4554577531759","20.139298388758","20.3517911450576","19.239812333936","20.3885350911247",-1.76093806412246,-4.54460483973528
