"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|Q12913|PTPRJ_HUMAN","21.4654377484293","21.2949179351483","21.8100787184089","23.4169953964944","23.4800051940202","23.4169953964944",1.91843618775342,8.18922526587025
"sp|Q9NQ79|CRAC1_HUMAN","20.814303152484","21.45101471593","21.4945069642009","24.0772460245198","22.5545402200776","23.0301945268003",1.94375233760875,3.69366819977053
"sp|Q6EMK4|VASN_HUMAN","25.7994650333168","26.2731985786541","25.8068571675469","26.8857648797111","27.1114776593391","27.0608515862691",1.04401041712573,4.18498441730473
"sp|Q8WZ75|ROBO4_HUMAN","23.2299854334819","23.9846799057837","21.3510171846747","23.4040563407869","23.5869203979367","23.5521549797761",0.568034684557006,0.67380110341247
"sp|P07998|RNAS1_HUMAN","25.1718828986579","24.4613895158529","25.4861574210018","27.1312409141605","27.5314814115113","27.29789078357",2.27647170447754,6.29292974114277
"sp|P07737|PROF1_HUMAN","23.0628613942543","22.4707415290748","24.7895495644517","24.6208677298601","23.9933447669109","25.6039939112957",1.3251008091682,1.7258786536324
"sp|P24592|IBP6_HUMAN","23.7389234913818","23.6430634759743","24.6264487621234","26.4830845869522","26.7770586202685","26.2873601160778",2.52122425190131,6.31785888287626
"sp|CATD_HUMAN|","23.337560929","21.1415368199986","20.7101845120132","23.718164931215","23.9405573525514","23.5165310700453",1.94861760161848,2.14737830167071
"sp|P55290|CAD13_HUMAN","22.6605147108754","22.1072293559948","23.1870502208539","22.8650271149767","24.0019578972156","23.2119929305228",0.67884158322108,1.36537928073153
"sp|P11226|MBL2_HUMAN","23.0723813313559","23.718164931215","23.1704725549471","25.1410219349531","25.7994650333168","25.8623059068871",2.28223233898028,5.99059121426198
"sp|Q10588|BST1_HUMAN","20.7317209837223","20.5552332721269","20.3686335440893","21.7639729134798","22.4853887863176","22.8413131813492",1.80604929936526,4.98525620095583
"sp|P01034|CYTC_HUMAN","26.6320082874653","26.814211618686","28.3109469363954","29.0453107353734","29.4976226074953","29.2006952484736",2.00419238365497,3.71694043689318
"sp|P04406|G3P_HUMAN","23.3645279766003","24.8190938400658","24.7945158173451","22.7218720398632","22.7555766142632","23.598325161209",-1.31046648747525,-2.26836873562008
"sp|Q92820|GGH_HUMAN","24.0853739054032","23.8670283171295","22.7112911280545","21.865530730998","22.4942325953318","22.2724041369485",-1.30552619911656,-2.53840260306425
"sp|P04180|LCAT_HUMAN","24.4613895158529","23.5165310700453","24.8093128192732","23.5521549797761","24.351107460838","23.8950426932991",-0.331177836779454,-0.6609302042864
"sp|P05109|S10A8_HUMAN","28.3109469363954","26.7129282828488","28.0762268121561","25.0062452556187","24.6430634759743","27.6931198017687",-1.81514381691138,-1.62597673700769
"sp|O14498|ISLR_HUMAN","24.8190938400658","24.6375464710067","24.6540345937953","24.9933447669109","24.8764270151317","25.429819436852",0.386765208120873,1.48125243652098
"sp|P33151|CADH5_HUMAN","24.733761786266","24.723382640486","24.4169953964944","25.733761786266","25.9561542076024","26.1889564120168",1.34209825738417,5.41225220141867
"sp|P06702|S10A9_HUMAN","27.3910001879615","25.7695118112152","27.2444515246085","24.3031274319361","23.9134212226139","26.4535615257258",-1.92383817667696,-2.18234571280668
"sp|P39059|COFA1_HUMAN","22.0386982376443","21.9880739795348","20.2843260967922","22.7867767644995","23.337560929","23.147170055005",1.65801021989323,2.48404068555191
"sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN","22.2856116294949","23.6757296648946","24.4488442625338","20.7310543192746","21.5510351171187","22.8231259616795",-1.73491247836289,-2.07372325422693
"sp|P14625|ENPL_HUMAN","20.6678353671869","20.090222611992","19.4610759638395","21.7313775647358","22.5767305830181","22.7485763943376",2.26326314820305,4.56356556469478
"sp|P54108|CRIS3_HUMAN","23.5285037117114","21.7666137087448","22.6692017927769","24.8623059068871","24.2020975117049","23.7895495644517",1.66790084292587,2.49521401218196
