"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P35542|SAA4_HUMAN","29.0719677293381","29.6747925817582","27.1448303039516","27.48161377901","27.5712922620576","27.808634505927",-0.978221982452391,-1.30501401003283
"sp|P10451|OSTP_HUMAN","26.6206418412263","25.7055231595945","25.6721934380557","23.9732105745748","24.3330605262085","23.9732105745748",-1.89220763092043,-5.30318287074413
"sp|Q9UGM5|FETUB_HUMAN","25.2491995795551","24.9553037302901","24.6635642307975","23.3198571884459","24.8436540670966","23.4989189198794",-1.0712113683895,-2.08954946910199
"sp|P01781|HV320_HUMAN","24.8666743182711","25.2647400889656","24.5470570028407","26.6031518882195","25.774572414785","25.8887777679753",1.16969538429846,2.96171582794213
"sp|P01768|HV307_HUMAN","21.5451668582686","20.3667732144169","20.6386096695948","24.7513220295929","23.9732105745748","24.5967622816053",3.58047860016278,8.11760739332504
"sp|Q9UHG3|PCYOX_HUMAN","21.6028322019291","20.1060760287084","16.8803989352473","20.4871886576038","21.3070986803112","20.9222404812844",1.32578500167593,0.933652896253772
"sp|Q9HCU0|CD248_HUMAN","22.5155099283057","22.6886894432807","23.2955596118525","22.3007048401038","22.1852487857392","21.9828528613732",-0.68392055967086,-2.29539254782951
"sp|P05451|REG1A_HUMAN","23.7851030067507","22.4055887887467","23.2399943843502","23.6292761981445","24.7004991429898","24.6915779545723",1.22027295132739,2.17614343083665
"sp|Q13093|PAFA_HUMAN","21.7467945689266","21.8855310100103","21.6028322019291","22.4689923613891","23.4298266430204","21.996532474787",0.915359976211793,2.01875228710485
"sp|P13598|ICAM2_HUMAN","23.5387527976189","22.5839267877585","22.7363401586964","23.8603416439464","22.8165605541415","23.1344266650122",0.282807508546635,0.595802428927392
"sp|P32119|PRDX2_HUMAN","19.8705389654008","22.3858783009708","24.8690076243186","22.3219354806033","20.2530355121511","20.6310916194123",-1.29633487793942,-0.794161845624797
"sp|Q15848|ADIPO_HUMAN","26.6839039404999","26.7904104885291","25.6472982390923","27.4239272918094","27.1448303039516","28.3799089530623",1.27492500960915,2.42529337373186
"sp|P78324|SHPS1_HUMAN","22.0474227595808","22.1447510826627","22.5956179662305","22.5155099283057","23.9187811465473","22.7363401586964",0.796584031137479,1.80934739463928
"sp|P09382|LEG1_HUMAN","20.1340317449746","21.2742245848308","21.2742245848308","21.0640320345409","21.1639905997541","21.7677538888989",0.496118249205347,1.06320000279958
"sp|P09960|LKHA4_HUMAN","20.7712364018157","21.5088729318093","21.247181873817","19.703255577866","20.7312635868312","20.6386096695948",-0.805106338536153,-1.82435271035525
"sp|P29401|TKT_HUMAN","22.2094199963193","21.7829204246979","22.9528055362809","20.6386096695948","22.4055887887467","23.2156772775165",-0.232555598746747,-0.245615992171264
"sp|P98095|FBLN2_HUMAN","21.5699589297201","22.013915401278","22.5486041053681","22.2754507844394","23.0026355538827","22.4840578862136",0.551431128306965,1.37258627515484
"sp|Q6UX71|PXDC2_HUMAN","23.2399943843502","22.5956179662305","22.0474227595808","22.7363401586964","22.8683083163126","22.1852487857392",-0.0326895533561032,-0.0714068226540904
"sp|P62805|H4_HUMAN","20.8839293217447","25.9133556574315","23.712826332916","19.5165590031141","17.6922581431098","21.1147070419914",-4.05308136304981,-2.2090470612127
"sp|P15085|CBPA1_HUMAN","19.0234794696918","17.0487947378732","18.3797897609015","20.6913593701121","23.0026355538827","22.6360876494838",4.0750881832448,4.33268187596748
"sp|P17936|IBP3_HUMAN","24.5147788838333","25.6231780606924","25.6472982390923","24.09959073935","23.0570068783149","24.0568858808846",-1.53162979809703,-3.1853529022072
"sp|P16930|FAAA_HUMAN","21.9064600016855","21.5451668582686","21.8855310100103","22.9788588095311","23.0026355538827","23.0301152480669",1.24027319865555,5.87267442887253
"sp|Q02818|NUCB1_HUMAN","22.0912328985054","22.5486041053681","21.9425434584489","21.1147070419914","22.1269382911893","22.1620050573256",-0.389096162177949,-0.95463022868073
