"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P01880|IGHD_HUMAN","26.2223848216514","27.4180106583735","25.47301440268","28.298001871858","29.155135151285","26.1035359043132",1.43706605977188,1.29108413187143
"sp|P07333|CSF1R_HUMAN","26.28855679131","26.4029350557067","26.6601312870413","27.4125923461185","27.8035379861167","27.5362239853832",1.13384787707189,4.99394384206621
"sp|P13611|CSPG2_HUMAN","26.0833593705106","26.1507768136466","25.5008277753331","24.6301531276137","25.1387857961731","25.4168932274954",-0.8279296327689,-2.27996208022874
"sp|Q92859|NEO1_HUMAN","23.1262499391165","22.4769871865096","22.9638388130099","22.8911018487579","22.1853556769259","22.4848594138384",-0.354767781559558,-1.09369877142679
"sp|Q7Z7G0|TARSH_HUMAN","24.7187165938385","24.7057448337366","25.3576121125164","25.3136202061459","24.4974727082478","25.5356687498315",0.190564374307459,0.427930069986249
"sp|P35555|FBN1_HUMAN","21.5837663917573","21.9177450812305","22.2209294687867","22.4878197718452","22.1675298305172","21.9490156066463",0.274563899271935,0.810626152085998
"sp|P02652|APOA2_HUMAN","33.2768345315529","33.0218206293054","32.9448860266207","32.5100252466916","32.2737957043779","31.9909562335919",-0.825048044143583,-3.42878293819507
"sp|P19652|A1AG2_HUMAN","32.3630201897523","32.9986657631667","32.4764228028374","31.8263466774168","32.2316566506983","32.0305609418837",-0.543916931609843,-1.90886779251947
"sp|P01859|IGHG2_HUMAN","25.0061820773686","24.0226186080369","24.0347954067294","25.2927486912105","26.3371818713023","27.7635636319036",2.09942006570771,2.74731096213633
"sp|HBA_HUMAN|;sp|P69905|HBA_HUMAN","27.0985708279304","27.3507480498759","32.5387436469187","31.0451105195716","25.7553753021302","26.7222137473729",-1.09921607505334,-0.432306381983794
"sp|P49908|SEPP1_HUMAN","27.2016239647162","27.0951794845068","26.7647108195035","27.0732034287321","27.079368241432","26.8600233838189",-0.0252954643237442,-0.115796439808546
"sp|P05362|ICAM1_HUMAN","24.5490744216687","24.404194703902","24.2006874172897","25.30456214987","26.5825355722927","26.1426000131651",1.65090513517187,4.1262651876119
"sp|P13647|K2C5_HUMAN","21.7778153758573","24.4423639885523","23.2579402636437","24.5281089805255","26.3109520815319","24.9071502908605",2.00905782874338,1.98045335915054
"sp|P36222|CH3L1_HUMAN","25.6123451529049","25.9740993098784","25.4942892366758","26.0489349816529","26.6530595385866","25.7322964563767",0.463904622544386,1.34096725887551
"sp|P06276|CHLE_HUMAN","25.6621892782542","25.6986437761556","25.8381219330129","24.8391179301125","24.7510168633752","24.9609132222744",-0.88439357455749,-4.39686600651506
"sp|P12955|PEPD_HUMAN","23.2895763436371","23.3353973716189","23.2072952030894","24.0441172564179","23.2302200407609","23.7084082436519",0.379552792657466,1.19331942145109
"sp|P00740|FA9_HUMAN","26.0937645242246","26.9149500299625","25.5952687366032","24.8218158146096","25.5865543033212","24.8028385570688",-1.13757711975691,-2.30142394384102
"sp|P05154|IPSP_HUMAN","24.7702227424652","25.7604229640615","25.2728269904903","24.3932223664838","24.5772516595963","23.8042581972978",-1.02612833946044,-2.6297501877851
"sp|O95445|APOM_HUMAN","28.6965402795497","28.2383902893111","28.3940602906428","26.7330887036549","26.0066440586162","26.0567378728723",-2.16570498909116,-6.73199761022135
"sp|Q9NZP8|C1RL_HUMAN","25.4032109234202","25.3592766982965","24.8791557925051","25.6716083335975","24.4039878722361","24.3632294221458",-0.397820387337431,-0.892610968775985
"sp|Q9Y279|VSIG4_HUMAN","25.5018187523968","26.0619930556178","25.9631850112624","26.3023048427564","26.8035862537304","27.1404676571942",0.891484576346668,2.62440062952263
"sp|P35442|TSP2_HUMAN","24.3136078765239","24.1447925631021","22.9771399871559","23.3232416565688","22.9032207918142","23.1789812020846",-0.722871787394791,-1.46100079666916
"sp|LYSC_HUMAN|","26.6666716571054","26.7301112222238","29.1143818763189","27.5687620942109","27.4119072235071","27.6157540151696",-0.0150731045236117,-0.0197963486823758
