"0","1","1","1","2","2","2","LogFC","Zstatistic"
"sp|P16152|CBR1_HUMAN","18.7504390436888","17.3459181573374","19.9867054241994","14.7553802624672","18.3797897609015","18.2751825561824",-1.42325167209805,-1.07239189219161
"sp|P30101|PDIA3_HUMAN","19.2023288676378","20.0362982541525","20.1822967732281","15.190800678666","15.376302325246","16.8803989352473",-3.96055861036899,-6.29073459845944
"sp|P28300|LYOX_HUMAN","20.6310916194123","19.34658701253","19.34658701253","20.9030102897173","21.1331572821387","20.6913593701121",1.11665658600098,2.25612884897651
"sp|Q9NPH3|IL1AP_HUMAN","23.2106933510366","23.4795578501563","23.0858940181047","22.1620050573256","21.8637436502675","22.0912328985054",-1.21576047563876,-5.39663398879504
"sp|P08174|DAF_HUMAN","18.0555050115396","17.4190530964841","18.5486852891422","18.4462716365775","19.703255577866","18.8112767066254",0.952555617975128,1.79464222749995
"sp|P19971|TYPH_HUMAN","19.1219352466846","21.0506682159232","20.8275300163122","17.5006584096377","17.758691326348","17.6922581431098",-2.71831937536857,-4.05399819494505
"sp|Q8IWV2|CNTN4_HUMAN","18.2288869587809","14.6723193808179","17.9402156826239","18.5825108274311","16.7666462076514","17.6485398302596",0.769264325607966,0.586953779722882
"sp|Q16663|CCL15_HUMAN","13.04250541886","10.912344746005","12.7290026460451","18.8112767066254","20.0214961861681","20.0362982541525",7.37463092495868,8.85298431522541
"sp|P31146|COR1A_HUMAN","15.9493364881711","18.3797897609015","19.9433237449515","17.1121608725808","-12.4551119511544","20.3667732144169",-10.8897167882115,-1.07458173483611
"sp|P07911|UROM_HUMAN","19.9200383207661","18.8112767066254","17.0487947378732","18.3226826097146","17.5006584096377","18.1455877425089",-0.570000203981344,-0.636629761393103
"sp|P01596|KV104_HUMAN","16.5364577272291","-6.32148492844462","15.376302325246","-16.6096404744368","12.1514572126895","19.5333976994983",-3.96275657957329,-0.302661426233917
"sp|P40199|CEAM6_HUMAN","19.4033412695174","18.1880906530579","20.9552134150384","16.9768897057156","14.7553802624672","17.2681844027395",-3.221140988238,-2.75584457699484
"sp|P01707|LV204_HUMAN","15.5460446117101","14.0582605773638","-16.6096404744368","18.1065132116883","13.7566426354682","14.6723193808179",11.230631175171,1.09186690998929
"sp|Q9Y624|JAM1_HUMAN","18.9233068772925","15.376302325246","14.6723193808179","15.7266181994681","20.6570471189641","18.9233068772925",2.13270877301393,1.11695478725676
"sp|P08254|MMP3_HUMAN","14.6723193808179","13.2647635624569","-16.6096404744368","15.0386751398311","17.6712952072765","16.5364577272291",11.5550972128347,1.05738790968459
"sp|Q9H4A9|DPEP2_HUMAN","16.5982317529309","-6.32148492844462","13.7566426354682","18.5008686722384","16.4418939746053","18.4240170384673",10.3061362881748,1.38754365079587
"sp|Q12906|ILF3_HUMAN","1.91344446495447","19.5564453194173","17.5006584096377","13.04250541886","-12.4551119511544","1.35172659182271",-12.4791188526427,-1.54183181094491
"sp|P04216|THY1_HUMAN","21.3872354867074","21.9147203201257","21.6663942696188","21.6955914583849","21.6028322019291","21.5699589297201",-0.0352807086823662,-0.158058031231055
"sp|P30041|PRDX6_HUMAN","12.1514572126895","15.0386751398311","18.7504390436888","13.7566426354682","-12.4551119511544","-16.6096404744368",-20.4473299481607,-2.09166411380564
"sp|Q13232|NDK3_HUMAN","17.2681844027395","15.7266181994681","16.1173337094626","12.1514572126895","14.6723193808179","17.758691326348",-1.38468178507213,-0.722154795562038
"sp|P55103|INHBC_HUMAN","20.2361180268281","17.9846504409227","17.6712952072765","17.6922581431098","18.2288869587809","17.6712952072765",-0.756030540860039,-0.868849664620246
"sp|P01599|KV107_HUMAN;sp|P01610|KV118_HUMAN","28.3527456925878","28.329180116492","27.808634505927","30.1249273144755","29.8191644732812","30.1500957804812",1.86179738250453,7.10672282516305
"sp|P48304|REG1B_HUMAN","18.6192761492938","22.1269382911893","20.3667732144169","21.5699589297201","21.247181873817","22.9035231148182",1.57029451469599,1.34364054821513
