"","X","Protein","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X1","X1.1","X1.2","X1.3","X1.4","X1.5","LogFC","Zstatistic","pVal","BHpVal"
"1602",43,"sp|P11686|PSPC_HUMAN",20.1499252647655,20.0549548264941,19.7701419742423,19.5427455303149,19.7156956161401,19.9062602635478,19.9327538423956,14.7919482220689,15.309525120014,16.0783791703652,16.3301196777514,15.5284326300696,15.1564015668815,-4.33020677070204,-18.0141519283355,1.50875475025895e-72,4.17774190346705e-69
"2766",110,"sp|P33993|MCM7_HUMAN",16.3962854641104,16.5685902636175,16.5174065436939,16.6655141042596,16.492999719681,16.596577802651,16.9768202949661,18.8517714364733,18.9294135557909,18.488484699766,18.3966371149785,18.709720364537,18.6651232346492,2.0695987268481,14.8257777995016,9.98169897640472e-50,1.38196622328323e-46
"1203",86,"sp|P22748|CAH4_HUMAN",17.1559917763726,17.5950694325214,16.9041740262968,16.8178543834131,17.2880722855276,17.4251071432732,17.6657542444548,13.4976082488118,14.1318270051496,13.3614419658088,13.27115939592,14.2013352575747,14.3016041718205,-3.45569829577204,-14.5589417217124,5.12449666542799e-48,4.72991042219003e-45
"2173",82,"sp|Q13162|PRDX4_HUMAN",19.6317771447577,19.7374074873839,19.959028833032,19.6425364595294,19.6557692875635,19.5995564486998,19.335084958942,21.3946123969296,21.4060390020695,22.1827871697662,21.9769553165469,21.9626680043856,21.9474808309215,2.1656756057555,13.9439248377765,3.42571508157431e-44,2.37145126521982e-41
"294",68,"sp|Q03135|CAV1_HUMAN;sp|P56539|CAV3_HUMAN",22.023248408782,22.6721358142832,21.8787057426364,21.9637579175594,21.9626680043856,22.1179628273034,21.9589992180222,19.2575617293319,18.9053656803103,19.4333936267966,19.5419021773206,19.950783608601,19.7757074682635,-2.60445738734644,-13.6750608919944,1.43087455791082e-42,7.92418330171014e-40
"1274",44,"sp|Q7KZF4|SND1_HUMAN",21.0165611879061,21.1364498313175,21.1658269913861,21.0917148726131,21.2797310180244,21.1976971841327,21.082854239227,22.200975130669,22.1661436195064,22.4108955568463,22.4606161487245,22.533908797194,22.4871213034568,1.24374937277942,13.1658118119369,1.38045804301749e-39,6.37081386852572e-37
"2106",15,"sp|P41252|SYIC_HUMAN",18.4213821445707,18.3643574288976,18.1668927063484,18.4358457657046,18.2294274121445,18.3442133504259,18.2814764924224,20.4526159184251,20.3613310737402,19.9338827050957,19.9004327531228,19.7861582745331,20.0877564297922,1.76577551846396,12.9570757193917,2.14260916566501e-38,8.47554968532345e-36
"460",9,"sp|O95833|CLIC3_HUMAN",19.0229216921081,19.0754852764787,18.6588942472965,18.7454756135292,18.9627572394276,18.959396298956,20.0276900170431,15.747999293459,15.8079666219412,16.3835581247609,16.4565319931919,16.2557728169276,16.1105079692464,-2.92891268763196,-12.826987825855,1.15778559092034e-37,4.00738537657304e-35
"1646",88,"sp|Q8NFJ5|RAI3_HUMAN",19.8540510928845,19.6420112055729,20.6248622287234,20.741264443598,20.6710697697449,20.9921569929677,19.1529288985269,16.3347282347824,16.4310743307641,16.6115960478614,16.8442586766764,16.4302336198543,16.5486801886665,-3.69535340173246,-12.8154495115481,1.3435747244847e-37,4.13373156899794e-35
"549",100,"sp|Q15847|ADIRF_HUMAN",21.0777531327177,21.0142145367752,21.2668203229619,21.2422788648117,21.2620339868877,21.3850709029453,20.9843916312367,18.2844670845456,18.3767911472724,18.3204925553184,18.4243984390715,19.3670356842799,19.0753560252691,-2.53154885909577,-12.7373437628093,3.66667181986118e-37,1.01530142691956e-34
"1271",41,"sp|Q13228|SBP1_HUMAN",25.0996590095399,25.1851074779938,24.6496476928441,24.5703501142722,24.9040177038192,24.8751331201063,25.1177531594101,22.5345049693728,22.5223317406467,23.2724555992853,23.1232971293456,22.6308986123195,22.707155292474,-2.11245076589692,-12.6220635025968,1.59584100059472e-36,4.01716702786071e-34
