"","X","Protein","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X1","X1.1","X1.2","X1.3","X1.4","X1.5","LogFC","Zstatistic","pVal","BHpVal"
"1602",43,"sp|P11686|PSPC_HUMAN",20.2201612327314,20.1687371338614,19.8504232280478,19.6441192034277,19.8386888897279,19.9899122421997,19.991955641499,15.5284727281057,15.9104211673495,16.4292267463793,16.6491540241055,16.0068568351113,15.7213814908344,-3.92240769649718,-19.81941558938,2.02445955886976e-87,5.60572851851037e-84
"2766",110,"sp|P33993|MCM7_HUMAN",16.5675791064654,16.7440143173739,16.7236419345572,16.840821072216,16.7415719999268,16.8382690009047,17.0914819451068,18.8580742053957,18.8985207527082,18.5424371706703,18.4709449566338,18.7825973434204,18.7483276246459,1.92607042297672,16.4009202264938,1.88363038542648e-60,2.60788626862296e-57
"1788",13,"sp|P52292|IMA1_HUMAN",15.4700511497982,15.4384562328687,15.481630897674,15.2219509566582,15.444050972103,15.4932908716939,14.9766175561258,18.6391128782615,18.4785991409224,17.6639177414505,17.7980743416943,18.2086174597925,18.2389359787284,2.82899701789143,16.234842317647,2.85981854160055e-59,2.63961251389731e-56
"1271",41,"sp|Q13228|SBP1_HUMAN",25.13213515738,25.1411777786294,25.0708850366739,24.976290728308,24.8958761447246,24.9079188262551,25.4993753407315,22.2899278184388,22.2561472706262,23.024579525035,22.8255744989427,22.5186830076187,22.5614965028574,-2.49917950582508,-15.6721753499166,2.34416918420985e-55,1.62275111776927e-52
"549",100,"sp|Q15847|ADIRF_HUMAN",21.2335435657685,21.1865709043275,21.3423298416415,21.3386799456817,21.2793524407333,21.3661845071904,21.1820303668218,18.2851957320282,18.3868268619546,18.3797943326685,18.4923177868458,19.3597065616426,19.1164506199987,-2.60952153533094,-14.53710169685,7.05155978875026e-48,3.90515381100989e-45
"1203",86,"sp|P22748|CAH4_HUMAN",17.299004667626,17.727293585553,17.0717696590409,16.9711586827112,17.4313528280546,17.535919509524,17.766030019763,14.7881215398241,15.2079239717542,14.5587494451465,14.7618726643208,15.1484975671969,15.1696574755177,-2.48148169047663,-13.7317150026304,6.55629893644111e-43,3.02573195916757e-40
"2106",15,"sp|P41252|SYIC_HUMAN",18.5043294599328,18.4461166213962,18.2534640062676,18.5132060260674,18.3174823376102,18.4420000048091,18.3948563533388,20.3328760386753,20.2558134093855,19.83969021743,19.8048310401493,19.8138332889249,20.0852697146381,1.6029563340551,13.2301192578792,5.87940088183867e-40,2.32572300597304e-37
"294",68,"sp|Q03135|CAV1_HUMAN;sp|P56539|CAV3_HUMAN",22.193204063056,22.9566664937133,21.9998377547395,22.1432853475077,22.0096920207985,22.1397112398834,22.2479431733552,19.2479685406114,18.8720520748991,19.4431246390005,19.5132738590341,19.9637956583214,19.790382011731,-2.77226542830428,-13.124244705675,2.39155254481939e-39,8.27776124575612e-37
"1646",88,"sp|Q8NFJ5|RAI3_HUMAN",19.9471431932167,19.7176580967945,20.7762426641767,20.8603334752621,20.6532867228415,20.9634254420041,19.2564633772597,16.6818729809547,16.8094615342431,16.840478566387,17.0252800460844,16.7248882114247,16.80901697975,-3.48748184294286,-12.9812731533147,1.5626129197535e-38,4.80763908310825e-36
"2411",94,"sp|Q13642|FHL1_HUMAN",23.3288938027156,23.3465787513111,23.9957103342299,23.7838263311889,23.9142674855633,23.9645753372613,23.4664886533657,20.1645822030542,20.1454171633608,21.4431978698529,21.2217231955911,20.6551902035409,20.809839096394,-2.95350723501299,-12.5102950600578,6.55801754922936e-36,1.81591505938161e-33
"112",112,"sp|P35241|RADI_HUMAN",19.4327190749946,19.4882477247514,19.8459731948213,19.9922986482556,19.7003455047296,19.5779459249304,19.2882749011376,18.0788524923632,18.1162850218245,18.0228717932176,17.9853185992763,17.9375722915372,18.0799968694648,-1.58048016267976,-12.309804584676,8.02171767614638e-35,2.01928511320448e-32
"2173",82,"sp|Q13162|PRDX4_HUMAN",19.7305255324213,19.8263549923419,20.0230596980631,19.7236649874443,19.7683766461925,19.6623854265222,19.4064017557972,21.2393767142919,21.3071154142075,21.9568459663005,21.7954801395866,21.8892417050223,21.893025880493,1.94569833315494,11.8714562057523,1.66543199688853e-32,3.84298433282027e-30
"460",9,"sp|O95833|CLIC3_HUMAN",19.0916922628245,19.1819745172938,18.7125232116963,18.8401992720996,18.9977933454221,18.9637580119008,20.1042319819044,16.2353001849002,16.2885379858486,16.6682437624075,16.74864762653,16.5879817964607,16.4536613642277,-2.62907612581852,-11.8033859384986,3.74916112968518e-32,7.98571320622944e-30
"295",69,"sp|P00441|SODC_HUMAN",22.4232550900948,22.4768935714496,21.8711941955109,21.9780552685509,22.278191788005,22.3200328503738,22.7929147513227,20.5380524963787,20.2733410108278,20.6974974707461,20.3919316119752,20.1538925817892,20.1988040888682,-1.93430957645614,-11.5715526162104,5.74338163299073e-31,1.13595883869652e-28
"2169",78,"sp|P49792|RBP2_HUMAN",17.1344674461205,16.9862390589092,16.5409442540179,17.1920056276059,17.7752623695695,17.3864373598545,17.3307772007895,19.5145435786305,19.4622293538126,18.9159296369743,19.0211959223053,19.3564748774773,19.2608009614123,2.06818575435011,11.1916253844033,4.48142352048899e-29,8.27270781882268e-27
"567",5,"sp|Q9NRV9|HEBP1_HUMAN",19.6590527250271,19.5853139520052,19.3066006423768,19.3776935083239,19.3610591218212,19.0889045395708,19.6602781544798,17.9972229171207,18.1811720893122,17.7803141190263,17.8049531036119,18.1224156764415,18.1356951051126,-1.43596488837094,-10.8802455503415,1.43176753273078e-27,2.4778526863322e-25
"2028",50,"sp|Q9H223|EHD4_HUMAN",21.7083642800482,21.5315288261609,21.7914153694948,21.8793185279783,22.0317946137876,21.9415016206972,22.099194818266,19.8813702009097,19.5059916727707,19.9875333280292,20.1893703504093,20.4771588068132,20.350252264758,-1.78874890460887,-10.836723350096,2.30582311659813e-27,3.7557789469766e-25
"1138",21,"sp|Q16602|CALRL_HUMAN",18.1324010906099,17.883905298138,18.1097500756437,18.5141874616611,18.6751089318635,18.5317918555887,17.6117203613402,14.4799536380982,14.6359162213808,14.396295939099,14.9832951120676,15.8275420013531,15.8710794191108,-3.16435970065945,-10.7462801641304,6.16999732980672e-27,9.49151255901934e-25
"2540",110,"sp|P12268|IMDH2_HUMAN",19.4125326931039,19.279337572138,19.3859888989128,19.3260347239499,19.5153183060258,19.3902257760098,19.4135318298603,20.9111284541638,20.7169818045694,20.5589180185326,20.7361429920085,20.4915639861516,20.2563996367863,1.20989005617582,10.6454447076341,1.83107829349779e-26,2.66855568141862e-24
"2703",47,"sp|Q9UBS4|DJB11_HUMAN",17.910899330907,18.2457902848178,18.3996053477694,18.3443180596934,18.2881263907386,18.1529451858021,17.5284541070745,19.7048174855845,19.7787052702245,20.1176641019866,19.9824029068265,19.6938046212423,19.5243475700217,1.68010895914012,10.4285159435918,1.8373547585043e-25,2.54381766314921e-23
"2007",29,"sp|P69905|HBA_HUMAN",28.5249657643033,29.2282622793921,27.1773603905181,27.1600645748857,27.638904125138,27.1618838844938,28.3836762864451,16.7356768208721,16.5629616090223,16.5692714083224,16.7019611176502,21.0845281730544,21.2545539934663,-9.70771272945405,-10.3435788811305,4.47506223698842e-25,5.90068920677187e-23
"2194",103,"sp|P34897|GLYM_HUMAN",18.4258893706926,18.5254241953993,18.2829146640849,18.4692476880964,18.4070141815803,18.5058801963465,18.0582548218454,20.3238904289562,20.3809780942688,20.3693437689467,20.3996144661805,19.7087968735717,19.6125154636013,1.74666194848491,10.2869931313006,8.0655791017761e-25,1.01516311512809e-22
"1269",39,"sp|P00325|ADH1B_HUMAN;sp|P00326|ADH1G_HUMAN;sp|P07327|ADH1A_HUMAN",25.8038132125327,25.7671815992698,25.8154739856717,25.9852088041877,25.7964891815527,25.9097042838821,25.8028240557858,22.166701025329,22.1765687420626,23.4668258727949,23.3493257472511,23.4754420244753,23.4665474437378,-2.8000340160289,-10.2516303452193,1.16364000620816e-24,1.40092138138713e-22
"24",24,"sp|P01023|A2MG_HUMAN",27.0818490617156,27.079029408281,26.7929397709092,26.8261114700305,26.2612259555444,26.2090519650269,26.9308160968967,24.2669008813081,24.2177384882627,24.6942389884211,24.7020871280607,24.7075557424284,24.6340604280774,-2.19965266099706,-10.2137202777854,1.72135478012921e-24,1.98601307757408e-22
"2390",73,"sp|Q9BW04|SARG_HUMAN",20.0125492195037,20.1647601167559,20.3177675436388,20.2233377014052,20.4202618075071,20.3404247397241,19.3878213898654,18.0045494861312,17.5345348318196,17.9365056310384,17.8596755022593,18.4389544069299,18.3129701964438,-2.10270891442412,-10.1792304791469,2.45495003159338e-24,2.71910265499283e-22
"697",23,"sp|Q14BN4|SLMAP_HUMAN",17.8938977013783,17.6452393330421,17.6806167386775,18.2893118957701,17.9976429541539,17.7315446995351,17.5808063605699,15.6861880933306,15.5734850847248,16.4660856392117,16.403817669148,16.1157425121842,15.8905892351575,-1.80286734214581,-10.1318473482575,3.99038216353611e-24,4.24975700416595e-22
"2631",88,"sp|Q9P258|RCC2_HUMAN",17.4226150964841,18.054658899314,18.0207396040053,17.9978856747684,17.6484658125336,17.6444966291418,17.5201989318644,19.2390442030173,19.1357415795937,19.0173388300533,18.993727774316,19.2673848597184,19.0891439085384,1.36685941397,10.0989567130658,5.5832993989144e-24,5.72598371688666e-22
"947",53,"sp|P23743|DGKA_HUMAN",14.8500932920955,15.3808813031693,15.2095284957352,15.028704608448,15.7998566374127,16.1829743115836,15.202955934438,18.1807578968535,17.9547286430128,17.4241523941727,17.3618626021431,17.7503053062041,17.8041263217237,2.3775732636168,9.99168630868697,1.65737888044144e-23,1.63902932855084e-21
"2534",104,"sp|Q8IWL1|SFPA2_HUMAN",22.0511123651967,22.1797983202115,22.5169171898811,22.6330800112285,22.7182918406445,22.5317661423054,22.7072647009509,19.761038898826,19.9797023603526,20.6752457852713,20.4566778165809,19.1704102815237,19.2307061790399,-2.59321194132063,-9.86610410721432,5.83884914484622e-23,5.45200123695789e-21
"103",103,"sp|Q9NZN4|EHD2_HUMAN",23.3555346222225,23.4686191205137,24.1330533716435,23.9957188652928,24.2075102517592,24.2188963294575,22.919057931261,20.3704492667909,20.2706367219482,21.5095800817892,21.5435138658559,20.8762193374749,20.9220675219082,-2.83874992581955,-9.86494252321199,5.90682690894679e-23,5.45200123695789e-21
"855",71,"sp|Q96RQ9|OXLA_HUMAN",14.8295215547412,14.6724159777662,14.6437635572672,14.8099520215293,15.3895178674727,15.3711817250417,15.6316322148188,17.0979637401793,17.3745040997143,17.5618884100932,16.7073432534276,17.2881239224408,17.0144273699413,2.13443285434534,9.7990494612735,1.13650066525768e-22,1.01515172325759e-20
"2508",78,"sp|P00568|KAD1_HUMAN;sp|Q9Y6K8|KAD5_HUMAN",25.5820073370497,25.5383409066054,25.1963460993735,25.3191220370133,24.1785335043906,24.1239886399843,26.3082068843351,21.764494581764,21.7723220807102,22.0723228788593,22.0940646112725,21.9557186448484,22.1096563442745,-3.20715701788077,-9.7453471981453,1.93117581760777e-22,1.67107057467373e-20
"1628",69,"sp|Q96P44|COLA1_HUMAN",16.85987304301,16.8330129322193,17.6834468378302,17.7514888836813,17.6176325069824,17.5315839255256,18.3903507924312,14.1343848610645,14.3562511278463,14.8707387187414,15.142518821186,14.7989496646623,14.76321563929,-2.83009634220097,-9.67982968112635,3.6732741499364e-22,3.08221094581027e-20
"1895",14,"sp|O75636|FCN3_HUMAN",17.7216704057299,18.2798995635151,17.9005524707538,18.0688478298793,17.4814712461372,17.6674651816016,18.1851067769877,15.1412359579153,15.5602260799906,16.0185075785055,15.9608253337763,14.4147250305155,15.2601076915609,-2.49880420873828,-9.66370041361819,4.30043279626619e-22,3.5023230626062e-20
"2183",92,"sp|P23396|RS3_HUMAN",20.6799057796665,20.8064554878765,20.8245839784853,20.649512993417,20.8572956550479,20.9282890892242,20.2985919247145,21.8145627977817,21.7646985198278,21.6999415346816,21.6900904369465,21.8402251388666,21.863135302458,1.05699644742008,9.60026616958526,7.97382405632462e-22,6.30843394627511e-20
"2175",84,"sp|P60660|MYL6_HUMAN;sp|P14649|MYL6B_HUMAN",25.378662130792,25.3727694046102,25.4275578585023,25.2588195877098,25.4982993006588,25.3238493305541,25.0975605470624,24.2454626693212,24.3403788876896,24.5116986986299,24.3153304249582,24.4625420723801,24.3954336937924,-0.960375872639031,-9.58428814735075,9.30973974629881e-22,7.16074148819484e-20
"635",73,"sp|P26196|DDX6_HUMAN",15.3677180620027,15.3057101962536,15.0942707577187,15.7035821370558,15.9267694717031,15.3733792068529,15.9838264985633,17.4767839456428,17.6775334486159,16.976924084458,17.3653936247659,17.1864425231537,17.1433814292802,1.76443410464966,9.53494114774126,1.49970607292254e-21,1.12234759889797e-19
"2685",29,"sp|P21397|AOFA_HUMAN",18.0971577859754,17.9251035229218,18.5395097037238,18.8322442991728,18.3076687622144,18.4367558258006,18.566160752011,16.4882025929529,16.7759257068859,16.997279906724,16.9421938020132,16.9467145909916,16.5985386889738,-1.59157143530208,-9.48431243443762,2.43986215569908e-21,1.77788902871862e-19
"1502",51,"sp|Q9UGT4|SUSD2_HUMAN",19.4601733894952,19.2732453109792,20.2217041710899,20.2071893332007,20.8673303493482,20.6729478541568,19.1015683760192,16.2672071589683,16.350918346853,17.2460220285729,17.2972702870025,16.7109002006343,16.7288860218104,-3.21774911967273,-9.47822512871393,2.58644775689331e-21,1.83637790739425e-19
