,,,,,,,,,,,,,,"Normalized abundance",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Cancer",,,,,,,,,,,,"Control",,,,,,,,,
"Accession","Peptide count","Unique peptides","Confidence score","Anova (p)","q Value","Max fold change","Power","Fractions","Occurrences","Highest mean condition","Lowest mean condition","Mass","Description","Sample 11_LC","Sample 12_LC","Sample 13_LC","Sample 14_LC","Sample 15_LC","Sample 16_LC","Sample 17_LC","Sample 18_LC","Sample 19_PC","Sample 20_PC","Sample 21_PC","Sample 22_PC","Sample 1_Control","Sample 2_Control","Sample 3_Control","Sample 4_Control","Sample 5_Control","Sample 6_Control","Sample 7_Control","Sample 8_Control","Sample 9_Control","Sample 10_Control"
"sp|Q6P589|TP8L2_HUMAN","3","2","108.57","0.00380791094253319","0.999772304876321","11.9987180498385","0.877976373854067","1;4","2","Control","Cancer","20768","Tumor necrosis factor alpha-induced protein 8-like protein 2 OS=Homo sapiens GN=TNFAIP8L2 PE=1 SV=1; TOPep_Count=11 ","0","0","794.18730240528","1570.35333030798","0","0","31738.482232146","0","0","0","0","0","403.310434476028","949.373924809603","3139.57671769586","436.665545117388","4541.31346366174","0","51769.9320426234","279053.285141366","116.398238887328","583.941160230948"
"sp|Q06033|ITIH3_HUMAN","6","6","221.89","0.00683870079875437","0.999772304876321","2.48059400079134","0.82111658849472","1;2","2","Cancer","Control","100183","Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens GN=ITIH3 PE=1 SV=2; TOPep_Count=43 ","1067225.76275943","156003.163489726","716648.434169903","448277.438430961","294084.120562857","659943.646244833","539791.427574265","413660.768184821","671251.722035303","538210.94236109","2310587.8686486","1372512.24673282","207882.63038564","363448.030921436","411518.082834098","315003.861222886","254506.312534145","182160.119847023","252559.007943403","540831.216180582","264561.24802577","294222.145931089"
"sp|O00232|PSD12_HUMAN","1","1","45.53","0.00785441356001337","0.999772304876321","Infinity","0.805363866016206","3","1","Cancer","Control","53381","26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3; TOPep_Count=34 ","0","0","0","13063.9193304481","3687.08714036866","5504.81879394752","0","9024.96141140212","0","303862.895142778","5910.26081003375","0","0","0","0","0","0","0","0","0","0","0"
"sp|P80511|S10AC_HUMAN","1","1","92.74","0.0109050243625356","0.999772304876321","3.0446701035993","0.764416593218684","4","1","Cancer","Control","10680","Protein S100-A12 OS=Homo sapiens GN=S100A12 PE=1 SV=2; TOPep_Count=4 ","23309.8730261637","121435.652656952","62567.6389878685","230066.264809476","111012.63094652","12083.5127770196","135966.333805606","14199.9435502275","151854.029890965","84119.3385418597","97660.818366945","240030.50935049","20590.5925850494","41541.2251064113","23131.8209325341","4276.68529672754","86525.1095504893","3579.18535862108","76927.3100699278","85085.6103529293","7735.23724708428","2124.93122380765"
"sp|P16152|CBR1_HUMAN","4","4","219.98","0.012685258095269","0.999772304876321","4.59682241310695","0.743836915400943","4","1","Cancer","Control","30752","Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3; TOPep_Count=18 ","25522.9981776224","215366.645582706","143480.873414051","1669459.91637594","90615.7600651418","48931.4726911683","150544.11584061","61351.1857108848","143416.119178729","140590.71091416","518268.089075727","89629.2555943333","14566.7350112393","135244.277168843","79870.3404144604","53068.8173451191","13440.3178543929","52239.0678067119","90663.0686356883","149772.071698071","2004.32928878061","6858.57265311047"
"sp|O00584|RNT2_HUMAN;sp|Q07343|PDE4B_HUMAN","2","2","89.75","0.0168310854849247","0.999772304876321","8.16890710190302","0.702515131305345","4","1","Control","Cancer","30200","Ribonuclease T2 OS=Homo sapiens GN=RNASET2 PE=1 SV=2; TOPep_Count=19 ","11001.4803021763","5370.84954822003","8368.84308668705","4284.16628965938","1212.46263880776","201.68504417339","6229.66007231912","8425.847389503","7298.72372384961","18463.0751052449","347.335902154058","11709.3617586957","33143.5886340647","8799.49086601001","18561.8303388651","29153.0229744315","19702.6007478649","11783.2556014905","4569.22834664398","409589.45367463","26089.2948849768","3035.40421602194"
"sp|P06702|S10A9_HUMAN","8","8","793.08","0.0204793398940638","0.999772304876321","2.73367918744485","0.671753459652884","4","1","Cancer","Control","13402","Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1; TOPep_Count=8 ","6051935.15719639","33959004.0293511","12704823.4039711","76497570.716407","18790297.1939257","4353676.28407867","35148851.5680661","6521498.78011214","28926978.0119768","19468532.7393284","24481533.0748001","109749427.302268","5036634.63744566","9040868.99526286","8614042.22672368","3338000.66738313","11700951.0475716","3014583.31394979","26657312.0696113","42712045.5225991","2352384.10259567","2352224.82354332"
"sp|P62879|GBB2_HUMAN","6","4","396.65","0.0207503578143594","0.999772304876321","3.47444500903944","0.669633181756456","4","1","Cancer","Control","38159","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3; TOPep_Count=13 ","208222.597831221","1871384.18677605","925457.997591158","4993880.50078334","927377.505857276","492620.978734984","1569788.41441612","185777.870072289","1279029.12139321","993956.850720486","7249942.91651316","1484236.31446571","200384.161201668","634458.585091047","479016.612193501","468091.166492564","315936.727908397","368588.0026169","827809.743227853","1816790.11166507","114142.951931143","94978.2082141197"
"sp|P05109|S10A8_HUMAN","12","12","949.84","0.0212218976585233","0.999772304876321","2.20776587984863","0.665992589542798","1;4","2","Cancer","Control","10996","Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1; TOPep_Count=8 ","11757794.382561","43272828.8537475","17424228.9985738","66368529.8705963","26449761.487527","8399410.77683282","36393439.5348312","11647372.7824275","46091634.3625118","23350543.7217812","37987128.7944608","96716778.2511998","8517044.4563202","14419224.0334693","13878053.0555069","5307825.67473765","24319693.6101896","7794422.82719298","25663053.3744941","43364346.2582515","9847946.37829371","7631374.79081157"
"sp|Q15631|TSN_HUMAN","1","1","57.3","0.0216567588065079","0.999772304876321","2.04559219642566","0.662688177248587","4","1","Cancer","Control","26392","Translin OS=Homo sapiens GN=TSN PE=1 SV=1; TOPep_Count=13 ","21019.06009659","131512.945645021","86982.2496164241","160653.033090085","44409.6629144704","43855.6968677523","74533.8831837966","26985.8438958947","72946.1442341104","66208.5655440481","48012.5742882024","75416.0671728628","2715.22060760049","49486.4357733332","27684.2733788291","38724.7490570813","43523.223553138","27384.5331891969","44695.2886916326","68977.7679668375","27026.3440824755","17088.161460543"
"sp|Q02978|M2OM_HUMAN","1","1","67.34","0.0218097927228325","0.999772304876321","3.69620801329358","0.66153709921492","4","1","Cancer","Control","34322","Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=1 SV=3; TOPep_Count=20 ","148680.424220284","1458099.95841701","894883.682752035","10359842.8429775","1362240.80662845","567046.322312421","1875688.7916351","178008.51387449","1645685.03053225","1634637.84727276","1947545.98281869","2850533.35028179","174985.523959945","464741.592220525","429997.640466462","686009.519337509","420828.233505233","564662.496977762","755304.400882559","2022761.78739744","53146.5645616048","46585.2736855132"
"sp|Q9UBF2|COPG2_HUMAN","10","8","563.85","0.0236710537785568","0.999772304876321","1.24049428159874","0.648001578508808","2","1","Control","Cancer","98811","Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1; TOPep_Count=48 ","1307746.86963729","2195714.12875538","1847280.16843241","1799975.77090475","2418232.82090014","1627346.67302551","2096338.90827104","1800744.07712518","1436913.57356226","3074665.74197742","1653378.64640721","1673900.37791255","1941065.00437811","2191452.43508204","3071033.12343266","2166592.41421162","3153769.93653743","2001844.06861926","2777287.42108497","2435645.10005648","2066728.84616501","1900673.15185824"
"sp|Q9NRP2|COXM2_HUMAN","4","4","158.73","0.0245205457029736","0.999772304876321","1.65164650135859","0.642091320285548","4","1","Control","Cancer","9793","COX assembly mitochondrial protein 2 homolog OS=Homo sapiens GN=CMC2 PE=1 SV=1; TOPep_Count=6 ","220931.84385917","1438319.3646211","1723494.20168085","561021.406852183","255250.82035377","489929.94018207","639818.812697507","1035191.99154008","615734.314948251","692951.267048403","76613.1887884495","319326.83184352","674457.768877313","1138863.55211903","802846.218353371","964664.30153294","1519696.45799025","2319394.06792949","887057.272320486","650532.273685516","1055003.58871584","1092858.2557904"
"sp|P61421|VA0D1_HUMAN","2","2","100.74","0.0262006261782636","0.999772304876321","107.188361534912","0.63085109420482","4","1","Cancer","Control","40870","V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1; TOPep_Count=17 ","46.4167040411039","18458.150438327","13378.8468900223","17341.0693776703","4433.03442828182","0","0","0","18631.2350561703","0","1107468.3477718","129254.480263435","0","0","0","4607.57493948439","0","0","0","5569.30404707264","0","0"
"sp|Q9HBL0|TENS1_HUMAN;sp|Q63HR2|TENC1_HUMAN","7","7","258.3","0.0269262497024259","0.999772304876321","1.65815868344688","0.626168812692267","2","1","Control","Cancer","186610","Tensin-1 OS=Homo sapiens GN=TNS1 PE=1 SV=2; TOPep_Count=89 ","1373054.30630333","352802.859020835","291903.490612362","135401.759680454","963556.302776988","953347.104425224","925580.092402652","649987.226291445","665882.64434927","868971.370610831","174718.015521967","346620.94963462","1462664.6969566","957890.933926517","1196693.30908614","1393468.40529852","408050.898824957","1061828.28939496","449869.044050154","1171484.65867924","1291698.59938874","1248726.0493765"
