"","0"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 1.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000"," 2.00000","pVal","BHpVal"
"1","sp|P33993|MCM7_HUMAN","16.58945","16.76244","16.72589","16.85380","16.75765","16.83962","17.09777","18.86034","18.91116","18.53624","18.48047","18.77764","18.73651","1.07991511004835e-09","3.03888111967604e-06"
"2","sp|P60660|MYL6_HUMAN;sp|P14649|MYL6B_HUMAN","25.37217","25.36859","25.43967","25.25774","25.49366","25.33738","25.10914","24.24472","24.35869","24.49492","24.33089","24.44991","24.37145","7.96108251233864e-09","9.5030953039195e-06"
"3","sp|P22748|CAH4_HUMAN","17.30961","17.73454","17.07613","16.98292","17.43956","17.54195","17.77429","14.83929","15.15035","14.70444","14.69637","15.23063","15.28779","1.01312316672916e-08","9.5030953039195e-06"
"4","sp|Q9NRV9|HEBP1_HUMAN","19.65585","19.58425","19.31708","19.37900","19.35976","19.09990","19.67098","18.00201","18.19007","17.78156","17.81087","18.12198","18.13041","3.47876506235703e-08","2.07782087837244e-05"
"5","sp|Q13228|SBP1_HUMAN","25.12565","25.13701","25.08299","24.97522","24.89126","24.92144","25.51096","22.28940","22.27402","23.00811","22.84094","22.50648","22.53815","3.69193475190555e-08","2.07782087837244e-05"
"6","sp|P00441|SODC_HUMAN","22.41719","22.47308","21.88305","21.97734","22.27395","22.33332","22.80441","20.53820","20.28955","20.68297","20.40597","20.14413","20.17912","6.34050499561449e-08","2.76188049471042e-05"
"7","sp|Q03135|CAV1_HUMAN;sp|P56539|CAV3_HUMAN","22.18722","22.95273","22.01172","22.14252","22.00554","22.15296","22.25939","19.24951","18.88459","19.43194","19.52596","19.95446","19.77219","6.8703494893294e-08","2.76188049471042e-05"
"8","sp|P01023|A2MG_HUMAN","27.07531","27.07481","26.80507","26.82501","26.25656","26.22260","26.94241","24.26616","24.23603","24.67744","24.71767","24.69490","24.61004","8.4458027646986e-08","2.97081112248273e-05"
"9","sp|O95232|LC7L3_HUMAN","16.19449","15.93038","16.16281","16.34832","16.12464","16.59792","16.24126","17.81614","17.59457","17.41670","17.40746","17.36083","17.40755","1.13123227521501e-07","3.53698624717226e-05"
"10","sp|P11686|PSPC_HUMAN","20.21588","20.16662","19.86143","19.64502","19.83643","20.00210","20.00284","15.55873","15.88245","16.45832","16.64306","16.04703","15.79565","1.45371566461565e-07","4.09075588022844e-05"
"11","sp|P13639|EF2_HUMAN","23.52454","23.59353","23.22473","23.24679","23.52991","23.46771","23.14067","24.51027","24.41876","24.22707","24.22746","24.52202","24.49372","2.12308120537908e-07","5.20491247714359e-05"
"12","sp|Q9BW04|SARG_HUMAN","20.00862","20.16264","20.32908","20.22357","20.41720","20.35291","19.39833","18.00931","17.53802","17.93589","17.86595","18.43610","18.30551","2.21957888151113e-07","5.20491247714359e-05"
"13","sp|Q9UBS4|DJB11_HUMAN","17.91559","18.24958","18.40864","18.34817","18.29056","18.16159","17.53612","19.70572","19.79400","20.10433","19.99591","19.68518","19.50738","2.52878988427246e-07","5.47385748795593e-05"
"14","sp|P49792|RBP2_HUMAN","17.14714","17.00117","16.54186","17.20194","17.78074","17.39164","17.33787","19.51568","19.47675","18.90728","19.03266","19.34895","19.24528","2.73719973022643e-07","5.50177145775513e-05"
"15","sp|Q96RQ9|OXLA_HUMAN","14.91640","14.76208","14.61480","14.86642","15.43757","15.35108","15.62882","17.10760","17.37623","17.56609","16.70211","17.29731","17.03113","3.02385037615738e-07","5.67274330567124e-05"
"16","sp|P23743|DGKA_HUMAN","14.93568","15.43453","15.19369","15.07708","15.83494","16.17732","15.19530","18.18487","17.96200","17.43046","17.36426","17.75349","17.80370","3.58864476345837e-07","5.86241518580341e-05"
"17","sp|P21397|AOFA_HUMAN","18.10049","17.93088","18.54883","18.83467","18.31001","18.44628","18.57584","16.50334","16.76901","17.01152","16.94011","16.96173","16.62869","3.86531453490766e-07","5.86241518580341e-05"
