"","0","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","pVal","BHpVal"
"1","sp|Q9P258|RCC2_HUMAN","6.595555e+04","1.217407e+05","2.005087e+05","1.731612e+05","2.056453e+05","1.993118e+05","3.997364e+04","1.253910e+06","1.151643e+06","1.200586e+06","1.224255e+06","1.286499e+06","1.142660e+06","5.29402354660634e-12","1.48973822601502e-08"
"2","sp|P00338|LDHA_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN","2.972035e+06","3.405663e+06","4.531691e+06","4.698435e+06","7.251426e+06","6.798431e+06","2.572443e+06","3.348656e+07","3.194240e+07","3.121500e+07","2.913796e+07","3.382934e+07","3.142763e+07","1.85022037187503e-11","2.60326006322816e-08"
"3","sp|P62191|PRS4_HUMAN","1.479564e+05","1.653163e+05","2.190639e+05","2.320474e+05","2.383661e+05","2.290441e+05","9.463975e+04","8.293900e+05","9.073140e+05","8.773850e+05","9.626553e+05","8.641841e+05","8.847745e+05","4.34891081681208e-11","4.07927834616973e-08"
"4","sp|P28066|PSA5_HUMAN","3.592078e+05","4.063522e+05","6.138226e+05","5.901055e+05","5.297239e+05","5.174150e+05","3.535579e+05","1.754345e+06","1.800341e+06","1.725365e+06","1.702292e+06","1.752261e+06","1.555410e+06","1.26019983219171e-10","8.86550581946865e-08"
"5","sp|Q06210|GFPT1_HUMAN;sp|O94808|GFPT2_HUMAN","3.504451e+05","3.468871e+05","4.989562e+05","4.567624e+05","5.178588e+05","5.186368e+05","2.910892e+05","2.055365e+06","2.168543e+06","1.925348e+06","1.930430e+06","2.024560e+06","1.831813e+06","3.34928697687655e-10","1.88497871058612e-07"
"6","sp|P14314|GLU2B_HUMAN","1.107193e+06","1.401778e+06","2.387473e+06","1.875936e+06","2.781122e+06","2.546113e+06","8.405345e+05","9.574740e+06","9.088822e+06","9.893314e+06","1.024417e+07","9.221663e+06","9.043900e+06","5.19880003273739e-10","2.12471219275418e-07"
"7","sp|P20700|LMNB1_HUMAN","9.256389e+05","9.733445e+05","1.458457e+06","1.187815e+06","1.992043e+06","2.025195e+06","4.721484e+05","7.693823e+06","7.491337e+06","6.863438e+06","7.484551e+06","7.448445e+06","6.932804e+06","5.28535371331886e-10","2.12471219275418e-07"
"8","sp|P33993|MCM7_HUMAN","3.302870e+04","4.382330e+04","7.168095e+04","7.013912e+04","1.019594e+05","1.059312e+05","2.782148e+04","9.562096e+05","9.717112e+05","8.560516e+05","8.400582e+05","9.133420e+05","8.983722e+05","6.5487299010982e-10","2.30351574271129e-07"
"9","sp|P13639|EF2_HUMAN","5.072348e+06","6.077377e+06","7.923810e+06","7.093456e+06","1.312237e+07","1.221619e+07","2.299731e+06","4.953542e+07","4.558769e+07","4.596073e+07","4.700923e+07","5.033478e+07","4.998619e+07","7.48320962003293e-10","2.33975020786363e-07"
