"","0","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  2.000000"," 2.0000000","  2.000000","  2.000000","  2.000000","  2.000000","pVal","BHpVal"
"1","sp|P33993|MCM7_HUMAN"," 16.358148"," 16.559847"," 16.518322"," 16.669404"," 16.571543"," 16.665694"," 17.007814"," 18.820312","18.8778279"," 18.460556"," 18.411199"," 18.704174"," 18.660931","1.16052442340801e-09","3.26571572747014e-06"
"2","sp|Q9NRV9|HEBP1_HUMAN"," 19.580998"," 19.506423"," 19.232110"," 19.297366"," 19.320053"," 19.053161"," 19.659132"," 17.835392","18.0534071"," 17.629840"," 17.675273"," 17.965488"," 17.978442","2.08733268618333e-08","2.4693789314071e-05"
"3","sp|P23396|RS3_HUMAN"," 20.575726"," 20.696716"," 20.712023"," 20.535000"," 20.808158"," 20.885883"," 20.269523"," 22.108362","22.0715708"," 21.802433"," 21.826364"," 22.059245"," 22.072330","3.53912982641857e-08","2.4693789314071e-05"
"4","sp|P14314|GLU2B_HUMAN"," 21.217119"," 21.356143"," 21.352781"," 21.197208"," 21.248079"," 21.154156"," 21.576638"," 22.470696","22.4173171"," 22.149539"," 22.169540"," 22.330210"," 22.279670","4.44086695722399e-08","2.4693789314071e-05"
"5","sp|Q13228|SBP1_HUMAN"," 24.859617"," 24.868567"," 24.785338"," 24.682275"," 24.778678"," 24.791699"," 25.131685"," 22.632112","22.6130535"," 23.189658"," 23.013085"," 22.798325"," 22.832284","4.49331125359146e-08","2.4693789314071e-05"
"6","sp|O95833|CLIC3_HUMAN"," 19.021763"," 19.108757"," 18.641168"," 18.766025"," 18.954432"," 18.926514"," 20.084470"," 15.671818","15.6913803"," 16.365985"," 16.444487"," 16.183997"," 16.037984","5.26520028018571e-08","2.4693789314071e-05"
"7","sp|Q9UBS4|DJB11_HUMAN"," 17.828691"," 18.169732"," 18.325252"," 18.268304"," 18.231301"," 18.094514"," 17.502703"," 19.771323","19.8695784"," 20.138552"," 20.030940"," 19.711456"," 19.517120","9.6508070700606e-08","3.87962444216436e-05"
"8","sp|Q9NYU2|UGGG1_HUMAN"," 19.526020"," 19.840576"," 19.417528"," 19.598442"," 19.592701"," 19.638163"," 19.288372"," 20.475101","20.5141498"," 20.567447"," 20.647356"," 20.847109"," 20.809001","1.30530226057141e-07","4.32167317871392e-05"
"9","sp|P35241|RADI_HUMAN"," 19.358629"," 19.410996"," 19.761619"," 19.898009"," 19.659592"," 19.544901"," 19.299086"," 17.929929","17.9777727"," 17.896346"," 17.876692"," 17.756648"," 17.915991","1.38219824479123e-07","4.32167317871392e-05"
