"","0","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  1.000000","  2.000000","  2.0000000","  2.000000","  2.000000","  2.000000","  2.000000","pVal","BHpVal"
"1","sp|P33993|MCM7_HUMAN"," 16.298174"," 16.526726"," 16.450873"," 16.602191"," 16.508373"," 16.611959"," 16.942482"," 18.711376"," 18.7649667"," 18.423983"," 18.388400"," 18.682795"," 18.630354","3.95065006294342e-10","1.11171292771228e-06"
"2","sp|P27797|CALR_HUMAN"," 22.563140"," 22.651202"," 22.836026"," 22.608409"," 22.764130"," 22.781101"," 22.515039"," 23.655624"," 23.6695758"," 23.841131"," 23.839851"," 23.587277"," 23.665109","4.31749768792837e-09","6.07471924691522e-06"
"3","sp|Q13228|SBP1_HUMAN"," 25.060726"," 25.067841"," 24.929383"," 24.822695"," 24.807805"," 24.834412"," 25.450919"," 22.652183"," 22.6632643"," 23.231591"," 23.090987"," 22.744172"," 22.782730","9.05216242550259e-09","8.49092835512143e-06"
"4","sp|P13639|EF2_HUMAN"," 23.455043"," 23.520236"," 23.069003"," 23.093551"," 23.446028"," 23.380695"," 23.076251"," 24.872466"," 24.8069736"," 24.452029"," 24.478837"," 24.760850"," 24.739402","4.17202778393884e-08","2.41602830586102e-05"
"5","sp|Q14697|GANAB_HUMAN"," 21.876983"," 21.714635"," 21.826268"," 21.970128"," 21.888733"," 22.186115"," 21.750406"," 22.949918"," 23.0481049"," 22.822149"," 22.724989"," 22.982296"," 22.872717","4.86292317906112e-08","2.41602830586102e-05"
"6","sp|Q9NRV9|HEBP1_HUMAN"," 19.615032"," 19.557494"," 19.271370"," 19.337916"," 19.342029"," 19.066175"," 19.694242"," 17.936556"," 18.1294663"," 17.692233"," 17.720367"," 18.070374"," 18.078904","5.43581472318741e-08","2.41602830586102e-05"
"7","sp|P14314|GLU2B_HUMAN"," 21.198675"," 21.350568"," 21.369844"," 21.225623"," 21.255791"," 21.163053"," 21.584984"," 22.372279"," 22.3306363"," 22.173410"," 22.198677"," 22.265669"," 22.216999","6.01002066134582e-08","2.41602830586102e-05"
"8","sp|Q03135|CAV1_HUMAN;sp|P56539|CAV3_HUMAN"," 22.064285"," 22.837796"," 21.932344"," 22.074013"," 21.988262"," 22.131814"," 22.201674"," 19.407096"," 19.0240098"," 19.521157"," 19.618213"," 20.073212"," 19.887023","1.10410267742589e-07","3.88368116784556e-05"
"9","sp|Q13162|PRDX4_HUMAN"," 19.594246"," 19.699165"," 19.956577"," 19.643573"," 19.741304"," 19.641356"," 19.335127"," 21.398950"," 21.4712020"," 22.028279"," 21.897171"," 21.979936"," 21.973737","1.33904359806169e-07","4.18674298327288e-05"
