"","0"," 1.000000"," 1.000000"," 1.000000"," 1.000000","  1.0000000"," 1.0000000"," 1.000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","  2.0000000","pVal","BHpVal"
"1","sp|P33993|MCM7_HUMAN","16.411337","16.583948","16.523408","16.669188"," 16.4833911","16.5939628","17.005736"," 18.8443191"," 18.9201916"," 18.4793701"," 18.3907234"," 18.7054222"," 18.6592514","2.3718700117439e-09","4.94485177426769e-06"
"2","sp|P14314|GLU2B_HUMAN","21.178314","21.327424","21.400927","21.240332"," 21.2852175","21.2440444","21.452536"," 22.3660869"," 22.3660869"," 22.2306431"," 22.2796231"," 22.1893642"," 22.1184527","3.51446465832814e-09","4.94485177426769e-06"
"3","sp|Q9NRV9|HEBP1_HUMAN","19.569242","19.536495","19.278866","19.301880"," 19.3219138","19.0851576","19.641074"," 17.8922244"," 18.1180979"," 17.6860163"," 17.7151215"," 18.0090553"," 18.0526563","2.30397577912036e-08","1.78010747381671e-05"
"4","sp|P00338|LDHA_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN","22.522713","22.529923","22.247418","22.454621"," 22.5774134","22.5993627","22.997912"," 24.2107762"," 24.1833722"," 23.9505400"," 23.7945929"," 24.0953417"," 23.9932785","3.85366950515882e-08","1.78010747381671e-05"
"5","sp|Q07065|CKAP4_HUMAN","20.801622","20.848820","20.875248","20.645074"," 20.8686116","20.8419837","21.440408"," 22.3895427"," 22.3261667"," 22.7227423"," 22.7315629"," 22.5679246"," 22.3977946","4.29743542529901e-08","1.78010747381671e-05"
"6","sp|O95833|CLIC3_HUMAN","19.030339","19.085158","18.662701","18.748972"," 18.9582341","18.9582341","20.042278"," 15.7315073"," 15.7835251"," 16.3676524"," 16.4446197"," 16.2451983"," 16.0946568","4.30347923136003e-08","1.78010747381671e-05"
"7","sp|P13639|EF2_HUMAN","23.212820","23.348558","22.985770","23.117670"," 23.3967737","23.3700007","22.803332"," 24.6634301"," 24.6175150"," 24.4528945"," 24.3872207"," 24.7424279"," 24.7724761","4.61709875605735e-08","1.78010747381671e-05"
"8","sp|P01023|A2MG_HUMAN","26.890278","26.910262","26.713294","26.625216"," 26.3499399","26.3021921","26.625216"," 24.5014335"," 24.4349504"," 24.9631926"," 25.0013103"," 24.9446095"," 24.8394083","5.06071776493733e-08","1.78010747381671e-05"
"9","sp|P08174|DAF_HUMAN","17.064251","17.077412","17.290745","17.554652"," 17.5839401","17.5016051","16.647662"," 15.4942817"," 15.3411532"," 14.9368747"," 15.2251887"," 15.0755115"," 15.0085404","9.23148250880428e-08","2.88637686441947e-05"
"10","sp|P00441|SODC_HUMAN","22.214573","22.230643","21.725791","21.819091"," 22.1962548","22.2796231","22.491532"," 20.6742599"," 20.3697918"," 20.7588456"," 20.4455665"," 20.1736099"," 20.2133839","1.12687586090907e-07","3.17102867259813e-05"
"11","sp|Q9UBS4|DJB11_HUMAN","17.772280","18.158355","18.318593","18.241413"," 18.1814514","18.0708565","17.465744"," 19.7255061"," 19.8293046"," 20.1828647"," 20.0683372"," 19.6787140"," 19.5302392","1.3790441176672e-07","3.31331305628552e-05"
"12","sp|P55327|TPD52_HUMAN","19.220667","18.977179","18.390723","18.590093"," 18.7635636","18.6737070","18.938310"," 20.6584862"," 20.4823254"," 20.1459251"," 20.1126791"," 20.3767527"," 20.4235425","1.6840303471085e-07","3.31331305628552e-05"
"13","sp|P22748|CAH4_HUMAN","17.163259","17.610341","16.910429","16.821696"," 17.2804409","17.4267098","17.686016"," 13.4126080"," 14.0694946"," 13.2629043"," 13.1812145"," 14.1526194"," 14.2540289","1.72211089761679e-07","3.31331305628552e-05"
