"","0","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","1.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","2.000000e+00","pVal","BHpVal"
"1","sp|P00325|ADH1B_HUMAN;sp|P00326|ADH1G_HUMAN;sp|P07327|ADH1A_HUMAN","6.180467e+07","6.028684e+07","6.327159e+07","7.033075e+07","6.088755e+07","6.497045e+07","6.305245e+07","5.169924e+06","5.169142e+06","1.206699e+07","1.163494e+07","1.185106e+07","1.186464e+07","2.39144781726129e-11","4.38240473292772e-08"
"2","sp|Q15847|ADIRF_HUMAN","2.583026e+06","2.500959e+06","2.827825e+06","2.788619e+06","2.643817e+06","2.768564e+06","2.532740e+06","3.364950e+05","3.564777e+05","3.428864e+05","3.842284e+05","6.738799e+05","5.731639e+05","3.11471551736156e-11","4.38240473292772e-08"
"3","sp|P23396|RS3_HUMAN","1.753651e+06","1.917185e+06","1.968514e+06","1.721859e+06","1.969185e+06","2.039017e+06","1.358613e+06","4.046914e+06","3.880751e+06","3.536969e+06","3.671496e+06","3.808129e+06","3.898559e+06","2.84607050736864e-09","2.66961413591179e-06"
"4","sp|Q9P258|RCC2_HUMAN","1.660803e+05","2.681235e+05","2.631055e+05","2.570229e+05","1.987239e+05","1.930230e+05","1.713103e+05","6.661616e+05","6.117484e+05","5.403666e+05","5.513364e+05","6.314685e+05","5.622479e+05","4.92506332877407e-08","3.46478205179256e-05"
"5","sp|Q14697|GANAB_HUMAN","4.430812e+06","3.952303e+06","4.363086e+06","4.736613e+06","4.215552e+06","5.068836e+06","4.047810e+06","7.424261e+06","7.727338e+06","6.853984e+06","6.505322e+06","7.298112e+06","6.865491e+06","4.0111992277661e-07","0.000188884020891707"
"6","sp|Q13895|BYST_HUMAN","6.158043e+03","1.662613e+03","6.641905e+03","7.108798e+03","6.518132e+03","1.281079e+04","2.301184e-05","3.044451e+04","3.035569e+04","3.277486e+04","3.309111e+04","3.079207e+04","2.877257e+04","4.02737784417286e-07","0.000188884020891707"
"7","sp|Q07065|CKAP4_HUMAN","2.118054e+06","2.159794e+06","2.222519e+06","1.892791e+06","1.958709e+06","1.931664e+06","3.546865e+06","5.164557e+06","4.750878e+06","5.982386e+06","6.259626e+06","5.698528e+06","5.288746e+06","6.32570741679754e-07","0.000254293438155261"
"8","sp|Q9H223|EHD4_HUMAN","3.597288e+06","3.181740e+06","3.868487e+06","4.065559e+06","4.464828e+06","4.134098e+06","4.810607e+06","1.048369e+06","7.961823e+05","1.070622e+06","1.285871e+06","1.474129e+06","1.360222e+06","7.4676114762255e-07","0.000262673233676232"
"9","sp|Q9Y5M8|SRPRB_HUMAN","3.715834e+05","4.325945e+05","2.603369e+05","2.506435e+05","2.259518e+05","2.040047e+05","2.054734e+05","9.000409e+05","7.326876e+05","7.034591e+05","7.071474e+05","7.075405e+05","6.783591e+05","9.97214769323075e-07","0.000263759556602245"
"10","sp|Q9NYU2|UGGG1_HUMAN","8.211434e+05","1.032823e+06","7.699426e+05","8.725192e+05","8.339046e+05","8.424921e+05","6.534751e+05","1.443596e+06","1.451030e+06","1.558894e+06","1.675358e+06","1.758041e+06","1.740942e+06","1.07195957207189e-06","0.000263759556602245"
"11","sp|P14314|GLU2B_HUMAN","2.787982e+06","3.087295e+06","3.132818e+06","2.784448e+06","2.687518e+06","2.465776e+06","3.602180e+06","5.086748e+06","4.827949e+06","4.452839e+06","4.613404e+06","4.526384e+06","4.450066e+06","1.18812001033988e-06","0.000263759556602245"
"12","sp|P21291|CSRP1_HUMAN","1.538542e+07","1.592226e+07","1.581790e+07","1.542739e+07","2.193964e+07","1.863341e+07","1.471935e+07","3.908571e+06","3.725671e+06","7.551586e+06","6.914680e+06","3.679233e+06","3.778429e+06","1.20987085633403e-06","0.000263759556602245"
"13","sp|P11686|PSPC_HUMAN","1.269827e+06","1.225301e+06","9.912739e+05","8.475735e+05","9.638826e+05","1.055291e+06","1.092484e+06","3.673043e+04","4.877446e+04","7.944440e+04","9.420343e+04","5.666040e+04","4.630177e+04","1.28923027990493e-06","0.000263759556602245"
"14","sp|Q6FI81|CPIN1_HUMAN","4.148761e+04","5.855656e+04","4.689816e+04","5.616442e+04","9.046759e+04","1.042621e+05","3.306382e+04","1.981336e+05","1.824856e+05","1.844525e+05","1.460665e+05","2.018880e+05","1.864313e+05","1.33678310935777e-06","0.000263759556602245"
"15","sp|P60660|MYL6_HUMAN;sp|P14649|MYL6B_HUMAN","4.602475e+07","4.586155e+07","4.834904e+07","4.250095e+07","4.951516e+07","4.328077e+07","3.865989e+07","2.188947e+07","2.322760e+07","2.490971e+07","2.274500e+07","2.350126e+07","2.259613e+07","1.40596778572625e-06","0.000263759556602245"
"16","sp|Q8IWL1|SFPA2_HUMAN","4.567160e+06","4.997702e+06","6.410784e+06","6.869146e+06","7.195304e+06","6.233184e+06","7.348809e+06","9.632482e+05","1.112880e+06","1.732114e+06","1.551259e+06","5.897477e+05","6.211471e+05","1.88852765723558e-06","0.000332144801716308"
"17","sp|Q03405|UPAR_HUMAN","7.232389e+02","4.545883e+02","5.362989e+03","1.512489e-05","7.898377e+03","1.330825e+04","5.481719e+02","3.350059e+04","2.866056e+04","4.068475e+04","4.541497e+04","3.089373e+04","3.656367e+04","2.16144916650089e-06","0.000357783409090206"
"18","sp|P13639|EF2_HUMAN","1.277250e+07","1.338490e+07","1.039754e+07","1.052880e+07","1.268071e+07","1.183073e+07","9.855688e+06","2.631656e+07","2.421601e+07","2.068627e+07","2.117035e+07","2.470645e+07","2.459579e+07","2.54897307142306e-06","0.000374687639058951"
"19","sp|P16144|ITB4_HUMAN","7.713113e+04","8.154796e+04","7.605697e+04","6.827942e+04","7.223958e+04","5.666649e+04","2.587042e+04","2.153316e+05","2.282295e+05","1.604820e+05","2.142095e+05","2.449094e+05","2.180317e+05","2.71418591982318e-06","0.000374687639058951"
"20","sp|Q04760|LGUL_HUMAN","1.108235e+06","1.282989e+06","9.251351e+05","8.927004e+05","9.836221e+05","8.426178e+05","1.160324e+06","4.655401e+05","3.629900e+05","4.534511e+05","2.933910e+05","3.110087e+05","2.296872e+05","3.05701087847874e-06","0.000374687639058951"
