"Protein","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","LogFC","Zstatistic","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|P06727|APOA4_HUMAN","20.1720200213058","19.8724542784773","22.3216652912573","22.2734018595081","20.3508038476161","20.5319658002951","18.0275544821376","17.7495964455537","17.768869038619","17.7141642926887","19.8329607746636","19.9805326040614","20.268298139413","20.4899819090052","16.632320894342","16.4402894240905","16.4872339937572","16.3016604061385","17.8950075445905","17.527621252976","17.7046821562332","17.9222667496618","17.768869038619","17.7046821562332","17.8042688436524","17.981663397271","17.8867588057301","17.8563052479279","17.9141435542309","17.7588082878646","16.5459254578409","15.9577973995019","-3.03833633834358","-6.13522849311269",3.30277922523933e-13,4.74180488141161e-09,2.1597476356509e-13
"sp|O75355|ENTP3_HUMAN","-13.5344274678175","-14.7416874670336","16.0301575287939","16.424358500841","-6.02850676280435","-10.2571717037891","16.8168937612779","16.8984381012283","16.6753493339284","16.5305404235527","13.7623751777535","12.5171209945887","11.296910677474","9.02898905748945","11.6795199670939","12.1686777331883","11.296910677474","12.1188085482871","16.0208754898521","16.9200485835082","16.2696458157858","16.6011448580804","14.4182165787493","15.9011918206793","11.3563233871719","11.9964209508409","17.3079473162861","17.206317719716","17.1217067556184","17.7992006358659","12.6852805139723","12.2383384696576","16.4550293359759","6.02977676441321",2.12500234430476e-08,1.60259074056308e-08,0.567010835339799
"sp|Q99653|CHP1_HUMAN","19.1213642167826","19.1499863438399","20.0040631354546","20.1018147597878","18.9829541171726","18.8869606757832","20.3220169328292","20.30265546276","20.3604235818355","20.4093585029305","20.0412110408688","20.1691959946386","19.9103297510836","19.7538971341461","19.6965940864042","19.6115295883604","20.0762942383529","20.1312902936191","20.1691959946386","20.2860067629333","20.0275546537193","19.9185424095024","20.0014831229733","19.9551166756168","20.7001361464166","20.8644529617156","20.3820870806959","20.3652279217443","20.227009170254","20.3160897942433","20.828179269015","20.9637108191039","0.851280386939522","5.37560625158862",3.95391676578166e-06,2.19141927399221e-06,0.567197121353596
"sp|P13671|CO6_HUMAN","20.0384418655793","20.2539219992716","19.5170433849185","19.4402681999148","19.409245793303","19.6417365768957","16.8385519487908","16.1554230525789","15.8371113352638","16.2035662799799","16.1301143065873","16.8826641898998","20.5705991008649","20.268298139413","17.9414387535972","17.7839328803849","15.8896040279315","16.0814955638568","16.1554230525789","16.3930072364497","15.7442080752887","16.1201548776946","15.9274993198301","15.9346697849033","17.7530752112601","18.11263197411","17.1723533336618","17.5869461233376","17.7935562279736","17.9895769698597","15.6260580037497","16.7624270642598","-2.70878926172081","-5.0187833925333",3.55974365087638e-09,4.72216140207030e-09,1.44166999102016e-09
"sp|Q14624|ITIH4_HUMAN","22.737120754584","22.8446830549195","22.3216652912573","22.1443835816789","24.3627022504565","24.4699173654079","19.188034651198","18.9002379582456","19.8159809628663","19.9296754548299","21.7979155986599","21.9532158087734","23.9239676792807","24.0954499673964","20.6714113630302","20.7222816019873","20.3960551897503","20.4291289183814","20.2976460826941","20.2216986960905","19.6527390952002","19.6943430296678","19.8388385233952","19.7249272039368","20.6415551433317","20.5172999940042","19.8577531418204","20.0522512650458","20.7815560870006","20.6526825111038","19.7702203004329","19.9159358722344","-2.60906229752192","-4.98392574519745",4.45415714508177e-09,5.39453570995759e-09,1.73603554731036e-09
"sp|Q92522|H1X_HUMAN","21.3161900421732","20.8343381886666","17.8173105802623","17.41110082156","19.0510094026272","18.6798874532671","18.8970388874197","18.689864524349","16.369203784843","16.4131419966171","16.4952335484031","16.4196456296795","16.0501355984162","16.218221769166","16.0970908696853","16.6011448580804","15.965105444807","16.1751442528674","15.3539744481907","15.9212101685336","15.3801237332716","16.0625837326259","13.9062885112053","12.2038597475037","16.9393242177629","17.0126524386101","15.1211957733226","14.8028858875906","17.0808899661259","15.965105444807","14.4182165787493","14.7274422004862","-3.24945535897845","-4.95894448015881",5.28191583489947e-09,6.05458412161248e-09,1.98826943257026e-09
"sp|Q01433|AMPD2_HUMAN","19.5046725045855","19.6747775649251","19.4664253100279","19.7981307555842","19.2027148003262","19.6464538758441","20.1291117599489","20.3104596380514","20.630132420876","20.644605061129","19.8103200566134","19.8577531418204","19.7249272039368","19.7855782486167","20.7991479709455","20.7742682219508","20.8321018486909","20.9222984760519","20.3985910849857","20.3242549075117","20.5758857131826","20.6073417533313","20.572796326135","20.5319658002951","19.9103297510836","19.778314308382","20.3574153034819","20.5495653531796","20.542227688555","20.7675978026469","20.1018147597878","20.0986246694055","0.809553732986876","4.90281512722307",4.34630195297869e-05,3.36908540302052e-05,0.567486001085364
"sp|Q9NQP4|PFD4_HUMAN","20.4446682257489","20.0653204470418","21.2083258640955","21.2600628828211","21.75184925349","21.459969801937","21.1100883077396","21.3308189788981","21.8264626374277","21.8234089648619","21.8601271096466","22.2312651644276","21.6048320804366","21.5094805555044","21.6797367813531","21.6976149891286","21.7719411012999","21.8948700871823","21.7928319527717","21.7387492736419","21.9948099755619","21.947870708207","21.790045352875","21.735716757586","22.1280861659704","22.1364742588825","22.1220137381862","22.0393747138879","22.1501758003004","22.1833289101078","21.9532158087734","21.8971521667858","0.806302710937974","4.79372828208287",7.11819951332864e-05,5.80242070777675e-05,0.567624312178193
"sp|P62241|RS8_HUMAN","23.9831701847253","24.1275027335302","21.9689466952898","21.8313895179846","23.1615307165304","23.1875866255145","22.2745430690332","22.2094740407103","21.1653925083768","21.0188226571945","21.7230916966646","21.6242944926415","22.6968034822059","22.7808186840278","21.9741368058772","21.8508953734264","21.6632936597886","21.6144430455938","21.2205400558244","21.4022586130924","21.1947794676508","21.1374459712316","21.0126108248387","20.7648999362407","21.8601271096466","22.0343966744345","20.4795713331076","20.482153733795","22.2413938371172","22.228390284752","21.6724625182659","21.8313895179846","-1.39468058817671","-4.77713338305565",2.19478823821366e-08,2.02215685886938e-08,5.7874245946092e-09
