0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Accession	COVID_POS_1	COVID_POS_2	COVID_POS_3	COVID_POS_4	COVID_POS_5	COVID_POS_6	COVID_POS_7	COVID_POS_8	COVID_POS_9	COVID_POS_10	COVID_POS_11	COVID_POS_12	COVID_POS_13	COVID_POS_14	COVID_POS_15	COVID_NEG_1	COVID_NEG_2	COVID_NEG_3	COVID_NEG_4	COVID_NEG_5	COVID_NEG_6	COVID_NEG_7	COVID_NEG_8	COVID_NEG_9	COVID_NEG_10	COVID_NEG_11	COVID_NEG_12	COVID_NEG_13	COVID_NEG_14	COVID_NEG_15
P02790	826.6159456	520.4344299	381.8678224	395.2721358	565.0209818	1220.419523	785.0442791	386.152429	609.8669523	3093.83912	514.0227459	360.6455293	460.3846624	866.8748145	961.4285636	277.9669478	284.3516544	286.1051722	365.4853727	242.6768114	213.8472785	292.8800638	300.2653921	211.6382663	404.1645806	180.3111771	212.0770852	226.6775641	278.6816361	270.897485
P0DOX5;P01857	7994.062321	7409.380309	6659.423926	7897.048166	8191.477777	6506.671042	8473.965106	8574.425732	5019.76365	10900.44961	7780.708005	5524.593815	5760.732148	4335.332305	7591.546447	4785.859025	4630.75459	8365.021517	5151.62697	4626.74276	5152.066835	5921.434833	7089.17771	4426.709584	5080.414985	3330.641765	3988.526158	3840.807964	4735.88502	4414.445542
P04004	112.9871738	98.15255093	55.73953781	75.91050563	78.37120708	271.5749263	128.2371225	70.14385479	70.88538387	537.7134246	57.03882775	74.50027269	66.90263049	114.7965221	99.52924881	40.12013678	48.6276103	50.25406076	52.11988142	56.67026369	59.22666051	56.28037408	67.64188056	27.04492997	65.21214012	33.29734846	31.03382997	44.91030994	36.9626896	52.3974017
P01871;P0DOX6	292.0774577	265.4640526	83.55850004	201.2767991	522.8861211	45.9768674	199.5314592	204.9111576	22.81507155	151.5625129	150.5239435	41.58994528	54.76486341	36.65911995	188.3398241	35.24919244	13.1362473	10.76003696	21.95565008	21.97384976	16.33122129	189.5647639	50.89667733	21.38200577	186.7644049	8.270519675	18.94129418	89.63285482	9.266412362	20.56651
P00738;P00739	2674.233804	2233.261731	2175.771283	2136.075399	2671.645664	3411.32092	2680.697526	2035.609704	2658.248039	4110.450774	2586.678516	2350.187306	2137.044856	1916.956416	2862.86047	2085.100413	1927.682839	2631.800378	2440.308886	2289.79101	1786.959871	1956.703662	2046.670105	1874.284379	1751.423987	1512.812556	1616.879889	1620.42299	1779.337889	1840.737011
Q16695;P68431;P84243;Q6NXT2;Q71DI3	197.8738943	388.4953415	152.6771592	171.6625596	182.7989292	386.6005053	639.4709818	55.81200039	246.0748852	359.2498429	113.9659726	52.67964424	174.639877	47.21090271	110.1703434	105.6462923	20.55120447	33.85721498	103.4327072	87.15289886	21.26318525	170.3302431	109.6347208	105.8474375	46.91872634	17.97172462	18.10981616	70.14186743	46.64525134	68.14755524
Q5QNW6;Q93079;O60814;P23527;P57053;P58876;P62807;Q99877;P06899;P33778;Q16778;Q99879;Q99880;Q8N257	1832.83879	1951.004852	1748.013675	1833.144155	1672.95351	1895.926486	1882.454428	1303.300358	1788.173582	2445.143852	1748.160603	1657.901099	1609.85857	1470.364175	1787.585993	1411.688163	1684.878771	1684.228723	1760.201241	1707.272824	1527.823937	1615.010896	1514.093816	1381.545055	1199.262868	1314.027771	1289.259194	1369.476452	1452.328737	1316.170007
P01593;P01594	94.65422028	68.03320289	83.24342686	113.0930674	155.7977705	145.3131604	91.03786522	109.5635935	65.35453054	124.7236154	63.11302026	80.56273449	49.93116482	66.91858351	65.36895949	82.69185878	44.54138112	87.03448018	59.6239045	75.39431122	57.14730748	65.29420565	86.58542596	45.66360768	50.68843865	32.11386194	47.70672586	46.34228095	64.1084698	40.92051473
Q562R1	583.1425764	594.5545119	686.2738844	698.4616252	567.6168367	620.3420981	641.0760412	717.2545788	639.0626311	619.6887855	538.4495232	620.0132725	642.9784257	711.7964797	744.5483844	859.9365564	759.056498	718.0105844	651.6502289	604.9932718	746.0412056	729.051008	668.2848729	784.573223	756.4257371	982.6500646	882.2556028	932.0457663	797.9999737	592.7817462
Q9UKL4	815.7708298	636.5002924	499.6740705	791.4131256	1105.532788	4015.576335	1756.584074	945.3725242	241.7666962	5702.684527	567.3016181	542.7400907	711.3304335	801.6861959	596.2937986	439.8149505	374.7383974	351.0747667	714.6075858	413.8328453	331.8102886	524.4203996	377.6246358	366.6808251	703.241539	112.2156247	413.2135341	332.3087611	289.2120166	463.8449828
P23528;Q9Y281	2685.062477	2855.905159	3112.705912	2283.668148	3470.833831	1686.165776	2671.708239	2440.721732	1626.67295	2746.458667	3487.364979	3808.177448	2788.143869	2900.660868	1862.600157	4834.981272	4661.890644	4022.868965	3961.792102	3330.223642	3729.531833	3747.028065	3552.804821	2393.852515	3035.052588	3225.365693	3356.982291	2902.125582	3625.920096	2802.965047
P01834	29234.27477	18017.02444	16833.90764	22552.85403	34459.5231	30108.41263	14844.6831	21589.2079	10314.41391	24972.99621	15289.10079	13539.6436	7963.487431	5962.595387	13928.68612	14132.60085	10728.20274	11450.13739	13497.10643	14281.8656	9491.662242	13669.32232	10217.93396	7088.525605	8696.919659	4711.212512	9694.433415	8079.234961	9547.459365	9691.968268
P62258	901.9119629	1084.955612	958.2389091	1026.460297	801.539974	1040.859836	1257.55	862.6050216	505.2672663	802.1513523	1254.017445	939.9412589	1049.427225	831.5375565	716.3649256	1214.375324	1258.300685	1309.388492	1592.71207	1138.354312	1637.199144	1440.124787	1206.882571	933.4517579	1283.465373	954.4647078	1145.201519	861.1653495	1061.00327	1046.136074
P01861	1621.014902	1528.202899	1503.388785	1781.54783	1651.291203	1944.950471	1527.266827	1603.510705	1632.719355	2070.384763	1498.807259	1672.008266	1524.962794	1435.572149	1494.434926	1072.642141	1499.696509	1447.662866	1531.968061	1568.903973	1498.760316	1550.947444	1525.163579	1419.103527	1514.279377	1354.628051	1483.511579	1420.451805	1417.859062	1361.442393
P00450	77.10877565	16.4643998	1.470148585	7.943888366	40.19777637	33.90590708	50.09603036	6.731637106	10.47054883	242.1178209	23.33981266	7.135209231	18.84997359	9.894798232	27.75247616	7.476133887	2.496694449	0.410120405	6.389980691	4.422383613	1.777816774	6.396476558	5.300973744	6.700589077	38.10517907	1.420486233	14.58408924	4.716512229	7.874798695	5.178328221
P62805	1051.676019	1086.561551	594.930487	765.0133703	522.7662665	1242.899983	1798.415088	243.6065915	724.1971696	1185.012644	436.2595154	189.6004339	575.099823	237.8138159	361.8760525	774.4179287	143.2123174	320.325539	527.0499345	749.7893813	88.11579738	533.9322925	436.4888223	370.5092927	159.5933692	97.18363125	74.38834752	286.9161725	204.2299688	285.8974861
P08246	166.9667431	175.778879	86.18467805	102.1013305	43.79627471	61.54427234	147.6189612	25.60170143	56.65257627	435.7024609	34.10571822	43.77916228	50.61213248	26.5115834	24.43464813	40.10233411	26.34942405	13.01351363	14.10790919	55.85363954	34.51556732	46.03720579	54.97396726	53.65953198	35.62129111	23.75326524	17.35219276	43.72776549	28.97602231	21.64596955
