0	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2
Accession	PB270912_NP1_500ng_50fmolADH_1	PB270912_NP1_500ng_50fmolADH_2	PB270912_NP1_500ng_50fmolADH_3	PB270912_NP2_500ng_50fmolADH_1	PB270912_NP2_500ng_50fmolADH_2	PB270912_NP2_500ng_50fmolADH_3	PB270912_NP3_500ng_50fmolADH_1	PB270912_NP3_500ng_50fmolADH_2	PB270912_NP3_500ng_50fmolADH_3	PB270912_AP1_500ng_50fmolADH_1	PB270912_AP1_500ng_50fmolADH_2	PB270912_AP1_500ng_50fmolADH_3	PB270912_AP2_500ng_50fmolADH_1	PB270912_AP2_500ng_50fmolADH_2	PB270912_AP2_500ng_50fmolADH_3	PB270912_AP3_500ng_50fmolADH_1	PB270912_AP3_500ng_50fmolADH_2	PB270912_AP3_500ng_50fmolADH_3
sp|P22599|A1AT2_MOUSE	417089.5382	462261.7109	415489.211	285212.2155	290484.2483	307087.4897	227541.0486	220136.7339	231986.2981	5677637.57	8004311.657	6964329.693	5733254.717	6183506.023	6201470.571	7252950.514	8249443.871	7905002.138
sp|P28665|MUG1_MOUSE	336132.9131	497965.0933	292273.2075	181965.5083	200025.2251	244341.4453	230718.5242	249723.184	221347.1231	2840606.543	3625224.129	3004501.929	3851401.073	4110188.701	3507941.055	4330413.107	4176330.865	4661019.289
sp|P35441|TSP1_MOUSE;sp|P07996|TSP1_HUMAN	193370.3898	208599.8565	232402.7968	169518.4898	142926.6064	145493.784	163149.3748	117057.9916	137001.0961	1094839.982	1613451.812	1473336.826	1911884.579	2165328.614	1770303.154	2048563.184	2241388.136	1962297.716
sp|Q9R0N0|GALK1_MOUSE	390257.8253	420398.448	460478.3735	272750.0368	277672.4375	232482.2413	270788.6972	313257.224	286154.4439	1131925.29	1151414.173	1260478.732	1584418.698	1600055.109	1511942.78	1510032.321	1433299.083	1408820.559
sp|Q00896|A1AT3_MOUSE	2128517.548	2359043.019	2120350.658	1455512.906	1482417.475	1567148.18	1161201.782	1123415.618	1183887.058	28974476.92	40848106.37	35540805.04	29258305.84	31556056.61	31647734.42	37013712.96	42099080.5	40341303.79
sp|Q62433|NDRG1_MOUSE;sp|Q92597|NDRG1_HUMAN	40966661.9	40158225.05	39705571.01	27876433.68	27168485.95	26482363.77	21784981.82	22860750.25	23516947.65	4398345.078	4321985.071	5088878.435	5767138.369	5424666.443	4829722.556	5664298.619	5466213.165	5311044.092
sp|Q91VR2|ATPG_MOUSE	12700494.59	11829653.85	12313978.62	7619394.847	7446965.324	7294084.88	6540538.937	6921577.176	7754211.995	1579799.615	1812555.922	1321484.599	2623437.109	2063209.427	2287034.105	1910836.918	2080177.332	2098671.748
sp|Q91X79|CELA1_MOUSE;sp|Q9UNI1|CELA1_HUMAN	3276012.682	3357536.023	3746017.794	2527716.23	2347949.128	2489252.756	2140581.858	2378486.135	2433025.424	21340560.35	23126994.2	22958897.03	19902482.96	21612674.25	22221346.21	26754502.97	26205751.7	27950375.41
sp|Q00897|A1AT4_MOUSE	214595.3269	194570.6004	178833.4096	117340.9575	106825.4278	129940.6742	99272.89812	104424.0239	113277.2248	2750185.075	4109368.978	3571624.87	2583479.736	2866566.791	2876298.088	3329198.573	4315288.93	3824030.683
sp|Q7TPZ8|CBPA1_MOUSE;sp|P15085|CBPA1_HUMAN	1764508.763	1799260.531	1760673.452	1531053.258	1309791.107	1526776.302	1138603.188	1101529.529	1224750.246	10211231.43	11740996.05	10880240.88	10404675.55	11787616.79	10709782.9	10650835.66	12466445.41	11637374.69
sp|Q8K440|ABC8B_MOUSE	1424366.706	1461112.398	1398221.457	711482.9532	760038.8733	715865.3921	791393.2266	888736.4605	747100.7584	74679.64187	83251.04862	92008.0887	80008.97792	98438.52381	134153.0561	100576.744	110037.4976	97398.96268
sp|Q8K0S2|ERIC5_MOUSE	5492162.75	5543571.546	5938252.459	3200544.284	2960540.488	3232443.582	3180411.783	3484424.995	3197657.287	445508.1356	523587.5618	476898.5968	881627.5273	752802.7058	738676.9543	561805.0802	520525.7445	544018.3522
sp|Q00536|CDK16_HUMAN;sp|Q04735|CDK16_MOUSE	77702.67678	23315.08984	25623.65109	2287.836895	4408.834717	13399.22774	4243.078735	5973.559326	5476.304443	0	0	0	0	0	0	0	0	0
sp|Q61703|ITIH2_MOUSE;sp|P19823|ITIH2_HUMAN	99498.68805	143985.7607	131938.4097	108495.574	72626.25412	75439.45136	100162.5165	90805.46246	95218.46294	1436974.891	1747446.384	1710223.34	1569330.094	1470041.929	1450651.64	1829273.466	2117984.081	2190240.771
sp|P08865|RSSA_HUMAN;sp|P14206|RSSA_MOUSE	29450824.45	31754629.86	30834715.52	22302216.45	23736317.8	22020944.44	20862403.58	20876103.19	20497780.02	51039226.2	52815314.38	55336629.15	69653996.14	68692417.27	65125999.08	74543479.72	73299144.55	74137095.5
sp|Q12905|ILF2_HUMAN;sp|Q9CXY6|ILF2_MOUSE	6483295.227	7243273.603	6527749.905	4607031.938	4090005.683	4233142.758	3672866.489	3587830.321	4356464.184	7110262.285	6983220.883	7075720.614	10241484.12	10983150.57	10224705.81	8864571.315	9644265.551	10381630.51
sp|P70403|CASP_MOUSE	4009303.988	4882001.065	4622551.968	3872190.861	3150815.118	3813180.38	2585911.485	2304731.858	2430552.122	366589.9002	422954.7484	417686.188	565986.8733	637739.1237	716735.9799	532910.6628	478783.7449	450456.7442
sp|Q63918|SDPR_MOUSE;sp|O95810|SDPR_HUMAN	33325039.6	33765813.74	34326610.13	20504030.68	20520384.56	20882844.9	21368950.21	21080407.64	22564967.6	6016244.9	6510394.366	6174054.514	7208138.407	7005273.636	7357698.881	6089612.26	6485361.93	6405191.259
sp|A9JSM3|TM238_MOUSE;sp|C9JI98|TM238_HUMAN	1267101.732	1174764.537	1211926.271	873137.8847	904864.2374	1012682.831	797384.9986	674929.2099	754921.5299	115141.2727	103391.9056	151849.6226	146683.2767	160242.5499	147742.811	131596.3241	108246.9063	109978.4614
sp|Q9CQC9|SAR1B_MOUSE;sp|Q9Y6B6|SAR1B_HUMAN	377127.6051	342626.0739	393755.2971	210854.7982	234145.6226	269731.9498	228899.3785	179419.1205	205447.7318	1268731.402	1333122.467	1331764.584	1165960.348	1423580.162	1452295.806	1451050.743	1535348.718	1980408.926
sp|Q9NR31|SAR1A_HUMAN;sp|P36536|SAR1A_MOUSE	1325375.99	1305427.091	1501163.281	798669.4509	790096.9927	785882.4185	899350.7613	733040.8658	778740.7627	3920070.592	4327222.91	4078385.374	3905834.278	4736544.917	4516538.399	5213484.398	5775430.557	6366201.939
sp|Q9JJH1|RNAS4_MOUSE;sp|P34096|RNAS4_HUMAN	543430.5852	900839.0154	783215.2736	371337.8951	393287.1804	371043.2973	405570.5456	385017.0122	374381.2281	1695640.069	1836143.573	1742281.81	2358881.931	2427256.037	2544052.587	1918393.96	2003035.682	2030544.007
sp|Q8BWS5|GRIN3_MOUSE	1376435.268	1368634.796	1410340.597	925805.8651	912593.1806	892733.837	775563.7227	800351.5123	801815.5923	82349.03638	114579.829	82326.37382	61928.25827	90481.14019	76566.33653	95736.7594	85264.06138	77403.55085
sp|O60547|GMDS_HUMAN;sp|Q8K0C9|GMDS_MOUSE	629949.1828	630363.4149	690348.7386	457279.8866	400110.9068	469160.5799	543037.0345	578118.0647	562763.2223	2135848.357	2425962.951	2301582.56	3922102.979	3686295.329	4001107.756	2728152.634	2573514.91	2889081.269
sp|Q8BH64|EHD2_MOUSE	36348923.56	36855824.68	37537310.14	23623351.69	26293369.39	22523857.76	17903047.07	20218844.09	20227407.91	4529128.78	4751887.846	5285400.191	6227594.987	6917336.951	6535222.051	7380169.862	8812594.947	6844276.309
sp|E9PV24|FIBA_MOUSE;sp|P02671|FIBA_HUMAN	987196.1999	1126643.188	1148670.764	605348.912	547737.1552	580682.9137	961323.6005	950499.9522	913242.0405	4687893.807	4481102.911	4677945.851	7575844.121	8479178.767	6637969.859	6300930.382	6695174.358	6546498.233
sp|Q5BKQ4|LIPR1_MOUSE;sp|P54315|LIPR1_HUMAN	4990323.478	5240038.05	5354778.201	3265271	3097025.273	3087270.754	3037032.935	3450166.461	3301190.516	11934972.75	12809138.12	12338248.77	13674257.4	12746386.75	13134707.27	16618808.59	16252053.23	19652457.8
sp|Q922H4|GMPPA_MOUSE;sp|Q96IJ6|GMPPA_HUMAN	505876.4041	464574.3798	398436.7597	303048.5335	268523.8841	277627.226	259213.7152	260886.6781	354889.0533	818564.4561	827184.2318	741539.4476	1364176.842	1549052.409	1379086.341	1098703.69	1166802.109	1071751.628
sp|Q8R1A4|DOCK7_MOUSE;sp|Q96N67|DOCK7_HUMAN	363023.7326	349667.8645	422357.7944	208391.2919	214008.2726	182986.0021	331294.0704	276639.5459	297132.6677	1560445.235	1761413.501	1533889.075	1980967.894	2211261.3	1849520.392	2441705.415	2601442.517	2616254.148
sp|Q9CPS8|SMAKA_MOUSE	6511451.756	6957878.62	6927715.183	4731547.013	4501481.324	4442046.265	3058513.066	3136352.302	3580177.65	449107.4642	415193.8368	410262.2475	653752.9198	670036.8479	709386.9325	428992.3257	355637.238	338166.1848
sp|P11276|FINC_MOUSE;sp|P02751|FINC_HUMAN	646465.2442	455442.2248	674414.3397	359527.1526	268218.8697	393275.9308	264832.5768	355391.1388	319555.7273	4857315.47	5083154.389	5820690.064	16876012.86	20051212.97	16251714.23	13063899.49	15921367.35	16378318.82
sp|Q9QXW9|LAT2_MOUSE;sp|Q9UHI5|LAT2_HUMAN	33881719.55	32751284.48	30230582.37	17286189.02	18810973.37	17569624.43	18373101.22	19213678.23	19221564.82	6734347.055	6429603.712	6600742.35	7819010.554	8003436.998	7378884.11	8206065.166	8133670.279	8312080.439
sp|Q80UM3|NAA15_MOUSE;sp|Q9BXJ9|NAA15_HUMAN	734989.1512	885793.8518	795069.5716	514253.2119	618783.6142	620399.5268	465111.5565	433586.6782	468364.0718	1940441.569	2006831.43	1926359.457	2102027.171	2023120.289	1988209.808	1976340.687	2108328.912	2121279.398
sp|Q7Z3C6|ATG9A_HUMAN	1808206.707	2173960.2	1634113.36	1315656.356	1332172.609	1479149.545	1141411.175	1071695.401	1112456.751	448671.981	456742.0575	447747.8321	581346.6934	636889.6768	601647.644	589911.1341	554332.2094	591640.0004
sp|P13808|B3A2_MOUSE;sp|P04920|B3A2_HUMAN	12773892.22	14716746.18	13048855.5	8342476.931	8481270.926	9006130.837	6064096.938	6026976.251	6869372.446	1003254.229	1070907.632	944221.868	916975.4004	940475.5502	993656.6924	586323.6588	921523.5191	972801.701
sp|P54823|DDX6_MOUSE;sp|P26196|DDX6_HUMAN	5763960.922	5147573.453	5477478.909	3722299.676	3672888.812	3480562.938	3900353.415	3954927.149	3950543.434	7442398.389	8007260.24	6980832.267	10655576.86	12303465.68	11343788.32	8893749.718	8790437.885	9632794.476
sp|P21614|VTDB_MOUSE	12055.94904	9419.435021	22681.50809	31785.70461	12235.45296	31065.03517	13592.09405	14603.8773	19169.86648	2662070.889	2347058.727	2682709.667	1678888.387	1798399.429	1784378.102	1634976.17	1522943.099	1633565.783
sp|Q99KJ8|DCTN2_MOUSE	6208091.161	6102954.182	6162107.287	4354318.02	4043572.205	4380771.132	3500797.204	3471641.029	3944404.901	613486.1175	616391.0844	592737.7685	1079999.305	810622.7405	1471084.409	942965.9098	1046071.413	1202452.096
sp|Q1HFZ0|NSUN2_MOUSE	476765.9394	674510.6087	623055.1182	330985.8299	374954.9579	287925.5838	486088.017	625646.1704	299348.7789	2383665.093	2867148.019	2714555.414	4829705.644	5843762.993	4728359.176	4371591.539	4493084.293	4663640.174
sp|Q61655|DD19A_MOUSE;sp|Q9NUU7|DD19A_HUMAN	488869.1131	426749.6629	443744.6343	255513.9002	130775.9815	239817.8916	227230.9241	166873.9931	198056.1885	1402388.626	1451466.476	1390799.719	2003505.959	1999273.575	2080030.773	2325812.979	2166339.141	2331860.9
sp|Q9CR35|CTRB1_MOUSE;sp|Q6GPI1|CTRB2_HUMAN	1810025.64	1780069.525	1635070.744	1283824.776	1289050.001	1216419.922	1278420.697	1326166.646	1494934.559	12607329.38	13685415.95	13048032.19	8891889.444	9786993.073	10645774.74	12698971.89	13583598.8	14786574.25
