,,,,,,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"NP",,,,,,,,,"AP",,,,,,,,
"Accession","Peptide count","Unique peptides","Confidence score","Anova (p)","q Value","Max fold change","Power","Highest mean condition","Lowest mean condition","Mass","Description","PB270912_NP1_500ng_50fmolADH_1","PB270912_NP1_500ng_50fmolADH_2","PB270912_NP1_500ng_50fmolADH_3","PB270912_NP2_500ng_50fmolADH_1","PB270912_NP2_500ng_50fmolADH_2","PB270912_NP2_500ng_50fmolADH_3","PB270912_NP3_500ng_50fmolADH_1","PB270912_NP3_500ng_50fmolADH_2","PB270912_NP3_500ng_50fmolADH_3","PB270912_AP1_500ng_50fmolADH_1","PB270912_AP1_500ng_50fmolADH_2","PB270912_AP1_500ng_50fmolADH_3","PB270912_AP2_500ng_50fmolADH_1","PB270912_AP2_500ng_50fmolADH_2","PB270912_AP2_500ng_50fmolADH_3","PB270912_AP3_500ng_50fmolADH_1","PB270912_AP3_500ng_50fmolADH_2","PB270912_AP3_500ng_50fmolADH_3"
"sp|P22599|A1AT2_MOUSE","10","3","695.44","0","0","25.4814940767545","1","AP","NP","46228","Alpha-1-antitrypsin 1-2 OS=Mus musculus GN=Serpina1b PE=1 SV=2; TOPep_Count=17 ","417089.538182095","462261.710927865","415489.210970543","285212.215544676","290484.248313934","307087.489734319","227541.04861135","220136.733949039","231986.298078118","5677637.56964494","8004311.65725162","6964329.69253207","5733254.71666894","6183506.02316345","6201470.570809","7252950.51413215","8249443.87141931","7905002.13758552"
"sp|P28665|MUG1_MOUSE","24","24","818.29","0","0","15.9351972337819","1","AP","NP","166729","Murinoglobulin-1 OS=Mus musculus GN=Mug1 PE=1 SV=3; TOPep_Count=73 ","336132.91310019","497965.093323011","292273.207455805","181965.50825289","200025.225056897","244341.445334639","230718.524185776","249723.183966618","221347.123093188","2840606.54266961","3625224.12886426","3004501.92900813","3851401.07293492","4110188.7011483","3507941.05541988","4330413.10664026","4176330.86536966","4661019.28890529"
"sp|P35441|TSP1_MOUSE;sp|P07996|TSP1_HUMAN","5","3","202.99","0","0","12.0992234978023","1","AP","NP","133666","Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1; TOPep_Count=70 ","193370.389812895","208599.856538871","232402.796813251","169518.489782796","142926.606367339","145493.783983546","163149.374802045","117057.991590977","137001.096139005","1094839.98166185","1613451.81208345","1473336.82634864","1911884.57870233","2165328.61427703","1770303.15401789","2048563.18409019","2241388.13605368","1962297.71619345"
"sp|Q9R0N0|GALK1_MOUSE","5","3","192.2","0","0","4.8836571938237","1","AP","NP","42779","Galactokinase OS=Mus musculus GN=Galk1 PE=2 SV=2; TOPep_Count=18 ","390257.825282962","420398.448010309","460478.37347121","272750.036767981","277672.437453477","232482.241337019","270788.697151036","313257.223952367","286154.443941355","1131925.28993203","1151414.17321269","1260478.73219743","1584418.69760915","1600055.10905788","1511942.77998974","1510032.32124158","1433299.08290088","1408820.5587507"
"sp|Q00896|A1AT3_MOUSE","11","4","909.55","0","0","25.4814940767545","1","AP","NP","46077","Alpha-1-antitrypsin 1-3 OS=Mus musculus GN=Serpina1c PE=1 SV=2; TOPep_Count=18 ","2128517.54804848","2359043.01937035","2120350.65763149","1455512.90581541","1482417.47482513","1567148.18006364","1161201.7817123","1123415.61771814","1183887.05820404","28974476.9219612","40848106.372476","35540805.0404702","29258305.8425545","31556056.6110884","31647734.4198221","37013712.9589607","42099080.4959749","40341303.789465"
"sp|Q62433|NDRG1_MOUSE;sp|Q92597|NDRG1_HUMAN","18","18","1036.2","0","0","5.07240983918754","1","NP","AP","43548","Protein NDRG1 OS=Mus musculus GN=Ndrg1 PE=1 SV=1; TOPep_Count=15 ","40966661.9011642","40158225.0454653","39705571.0134761","27876433.6756775","27168485.9454428","26482363.7722842","21784981.8200825","22860750.2461641","23516947.6455659","4398345.07846087","4321985.07138406","5088878.43521933","5767138.36852437","5424666.44254729","4829722.55591099","5664298.61877619","5466213.16469656","5311044.09247532"
"sp|Q91VR2|ATPG_MOUSE","8","3","377.45","2.22044604925031E-16","1.15496983287551E-14","3.96480198613993","1","NP","AP","33090","ATP synthase subunit gamma, mitochondrial OS=Mus musculus GN=Atp5c1 PE=1 SV=1; TOPep_Count=17 ","12700494.5946484","11829653.8534643","12313978.6188974","7619394.84736431","7446965.32427146","7294084.87970153","6540538.93711206","6921577.17604814","7754211.99509597","1579799.6153515","1812555.92170533","1321484.59893769","2623437.10889521","2063209.427294","2287034.10464636","1910836.9183778","2080177.33243529","2098671.74810055"
"sp|Q91X79|CELA1_MOUSE;sp|Q9UNI1|CELA1_HUMAN","9","9","577.87","2.22044604925031E-16","1.15496983287551E-14","9.85125805767559","1","AP","NP","29506","Chymotrypsin-like elastase family member 1 OS=Mus musculus GN=Cela1 PE=2 SV=1; TOPep_Count=12 ","3276012.6817677","3357536.02276676","3746017.79371091","2527716.23000196","2347949.12849873","2489252.75584742","2140581.85759848","2378486.13467846","2433025.42421116","21340560.3490054","23126994.2038247","22958897.0338508","19902482.9583534","21612674.2484552","22221346.2090578","26754502.9682873","26205751.7006083","27950375.4085328"
"sp|Q00897|A1AT4_MOUSE","8","1","589.14","2.22044604925031E-16","1.15496983287551E-14","28.3643576661675","1","AP","NP","46251","Alpha-1-antitrypsin 1-4 OS=Mus musculus GN=Serpina1d PE=2 SV=1; TOPep_Count=18 ","214595.326862428","194570.600429067","178833.409570943","117340.957512004","106825.427845361","129940.67416494","99272.8981206242","104424.023872721","113277.224834011","2750185.0750285","4109368.97808527","3571624.86996903","2583479.73584705","2866566.79054137","2876298.0881762","3329198.57294691","4315288.92974416","3824030.68266314"
"sp|Q7TPZ8|CBPA1_MOUSE;sp|P15085|CBPA1_HUMAN","11","10","566.01","3.33066907387547E-16","1.41746297671085E-14","8.72274558764449","1","AP","NP","47580","Carboxypeptidase A1 OS=Mus musculus GN=Cpa1 PE=2 SV=1; TOPep_Count=20 ","1764508.76257975","1799260.53128187","1760673.45180679","1531053.25846064","1309791.10677244","1526776.30183414","1138603.18789154","1101529.52866372","1224750.24621979","10211231.4317442","11740996.0541288","10880240.8788307","10404675.5490606","11787616.7902883","10709782.8982185","10650835.6647362","12466445.4112095","11637374.6887567"
"sp|Q8K440|ABC8B_MOUSE","10","3","309.66","3.33066907387547E-16","1.41746297671085E-14","8.81248893971447","1","NP","AP","184458","ATP-binding cassette sub-family A member 8-B OS=Mus musculus GN=Abca8b PE=2 SV=2; TOPep_Count=70 ","1424366.7060164","1461112.39803854","1398221.45727908","711482.953228118","760038.873255612","715865.392117231","791393.226621617","888736.460470034","747100.758406512","74679.6418710869","83251.0486192243","92008.0886997275","80008.977915858","98438.5238132968","134153.056050752","100576.744027705","110037.497615502","97398.9626754947"
"sp|Q8K0S2|ERIC5_MOUSE","9","9","496.51","6.66133814775094E-16","2.59868212396989E-14","5.83003817968651","1","NP","AP","38900","Glutamate-rich protein 5 OS=Mus musculus GN=Erich5 PE=2 SV=1; TOPep_Count=25 ","5492162.74953077","5543571.54558903","5938252.45922235","3200544.28372684","2960540.48818429","3232443.58226434","3180411.78308103","3484424.99483922","3197657.2867137","445508.13559812","523587.561848917","476898.596848442","881627.527330576","752802.705777809","738676.954303778","561805.080187429","520525.744537129","544018.352221204"
